,yrmts,ppt
144,1906sep,29.84000015
145,1907apr,20.37999916
146,1907aug,31.75
147,1907dec,11.68000031
148,1907feb,16
149,1907jan,8.050000191
150,1907jul,32.56000137
151,1907jun,26.86000061
152,1907mar,11.13000011
153,1907may,23.55999947
154,1907nov,20.17000008
155,1907oct,24.02000046
156,1907sep,27.51000023
157,1908apr,22.11000061
158,1908aug,34.27999878
159,1908dec,9.430000305
160,1908feb,12.10000038
161,1908jan,11.84000015
162,1908jul,36.97000122
163,1908jun,28.27000046
164,1908mar,17.48999977
165,1908may,21.27000046
166,1908nov,18.73999977
167,1908oct,22.42000008
168,1908sep,29.93000031
169,1909apr,21.82999992
170,1909aug,33.38000107
171,1909dec,9
172,1909feb,10.77999973
173,1909jan,9.680000305
174,1909jul,32.47000122
175,1909jun,28.78000069
176,1909mar,13.39999962
177,1909may,24.10000038
178,1909nov,12.82999992
179,1909oct,21.59000015
180,1909sep,29.15999985
181,1910apr,21.37000084
182,1910aug,33.68000031
183,1910dec,13.65999985
184,1910feb,10.97000027
185,1910jan,7.300000191
186,1910jul,33.99000168
187,1910jun,27.55999947
188,1910mar,17.46999931
189,1910may,26.01000023
190,1910nov,15.02999973
191,1910oct,24.05999947
192,1910sep,27.77000046
193,1911apr,17.54000092
194,1911aug,31.93000031
195,1911dec,12.23999977
196,1911feb,10.06999969
197,1911jan,10.46000004
198,1911jul,35
199,1911jun,28
200,1911mar,16.31999969
201,1911may,20.67000008
202,1911nov,17.85000038
203,1911oct,23.12999916
204,1911sep,26.06999969
205,1912apr,16.62000084
206,1912aug,30.77000046
207,1912dec,12.84000015
208,1912feb,14.82999992
209,1912jan,11.93000031
210,1912jul,31.98999977
211,1912jun,27.37000084
212,1912mar,13.22999954
213,1912may,23.03000069
214,1912nov,15.06999969
215,1912oct,21.55999947
216,1912sep,26.70999908
217,1913apr,18.28000069
218,1913aug,34.13999939
219,1913dec,10.15999985
220,1913feb,14.28999996
221,1913jan,9.93999958
222,1913jul,32.74000168
223,1913jun,26.45000076
224,1913mar,15.35999966
225,1913may,24.20000076
226,1913nov,13.47999954
227,1913oct,25.95000076
228,1913sep,31.31999969
229,1914apr,18.60000038
230,1914aug,33.70000076
231,1914dec,8.850000381
232,1914feb,13.13000011
233,1914jan,9.800000191
234,1914jul,33.15999985
235,1914jun,27.94000053
236,1914mar,19.51000023
237,1914may,24.29999924
238,1914nov,19.70000076
239,1914oct,22.45999908
240,1914sep,27.46999931
241,1915apr,18.95000076
242,1915aug,34.06000137
243,1915dec,11.77000046
244,1915feb,10.96000004
245,1915jan,10.76000023
246,1915jul,32.63999939
247,1915jun,28.94000053
248,1915mar,17.63999939
249,1915may,19.29999924
250,1915nov,15.26000023
251,1915oct,26.22999954
252,1915sep,29.73999977
253,1916apr,21.04999924
254,1916aug,32.09000015
255,1916dec,10.86999989
256,1916feb,14.73999977
257,1916jan,6.940000057
258,1916jul,32.61999893
259,1916jun,28.20000076
260,1916mar,17.26000023
261,1916may,22.85000038
262,1916nov,14.93000031
263,1916oct,20.85000038
264,1916sep,28.87999916
265,1917apr,17.78000069
266,1917aug,33.52000046
267,1917dec,15.28999996
268,1917feb,13.89999962
269,1917jan,10.78999996
270,1917jul,36.06000137
271,1917jun,30.38999939
272,1917mar,13.77999973
273,1917may,21.12000084
274,1917nov,17.44000053
275,1917oct,28.44000053
276,1917sep,29.73999977
277,1918apr,19.92000008
278,1918aug,32.15000153
279,1918dec,11.72999954
280,1918feb,11.88000011
281,1918jan,13.5
282,1918jul,32.16999817
283,1918jun,33.59999847
284,1918mar,14.65999985
285,1918may,23.39999962
286,1918nov,14.93000031
287,1918oct,24.13999939
288,1918sep,26.29999924
289,1919apr,19.62000084
290,1919aug,32.95999908
291,1919dec,11.68000031
292,1919feb,10.42000008
293,1919jan,13.77000046
294,1919jul,33.79000092
295,1919jun,28.98999977
296,1919mar,13.56000042
297,1919may,25.75
298,1919nov,17.12999916
299,1919oct,22.13999939
300,1919sep,27.61000061
301,1920apr,18.53000069
302,1920aug,34.04000092
303,1920dec,10.40999985
304,1920feb,14.92000008
305,1920jan,15.32999992
306,1920jul,32.15000153
307,1920jun,28.54999924
308,1920mar,13.60999966
309,1920may,25.76000023
310,1920nov,13.22000027
311,1920oct,18.90999985
312,1920sep,27.06999969
313,1921apr,18.20999908
314,1921aug,32.04999924
315,1921dec,12.94999981
316,1921feb,14.07999992
317,1921jan,10.09000015
318,1921jul,35.27000046
319,1921jun,28.79999924
320,1921mar,15.47000027
321,1921may,21.70999908
322,1921nov,17.44000053
323,1921oct,24.21999931
324,1921sep,28.59000015
325,1922apr,18.21999931
326,1922aug,31.48999977
327,1922dec,9.920000076
328,1922feb,9.920000076
329,1922jan,10
330,1922jul,35.54000092
331,1922jun,29.87999916
332,1922mar,12.59000015
333,1922may,25.06999969
334,1922nov,13.47000027
335,1922oct,20.72999954
336,1922sep,32.40000153
337,1923apr,16.86000061
338,1923aug,32.27000046
339,1923dec,12.96000004
340,1923feb,14.34000015
341,1923jan,9.649999619
342,1923jul,33.34999847
343,1923jun,25.54999924
344,1923mar,18.97999954
345,1923may,23.60000038
346,1923nov,19.45999908
347,1923oct,22.31999969
348,1923sep,29.88999939
349,1924apr,22.48999977
350,1924aug,33.06000137
351,1924dec,8.609999657
352,1924feb,16.47999954
353,1924jan,13.46000004
354,1924jul,34.38000107
355,1924jun,30.55999947
356,1924mar,15.44999981
357,1924may,28.29999924
358,1924nov,17.13999939
359,1924oct,20.44000053
360,1924sep,31.59000015
361,1925apr,17.95000076
362,1925aug,31.37999916
363,1925dec,13.82999992
364,1925feb,13.27000046
365,1925jan,12.43999958
366,1925jul,34.93000031
367,1925jun,30.37000084
368,1925mar,17.22999954
369,1925may,22.79999924
370,1925nov,15.36999989
371,1925oct,23.40999985
372,1925sep,25.28000069
373,1926apr,20.98999977
374,1926aug,32.68000031
375,1926dec,12.15999985
376,1926feb,13.48999977
377,1926jan,10.71000004
378,1926jul,36.34000015
379,1926jun,33.25
380,1926mar,20.64999962
381,1926may,25.44000053
382,1926nov,18.07999992
383,1926oct,23.77000046
384,1926sep,27.93000031
385,1927apr,19.05999947
386,1927aug,32.43999863
387,1927dec,12.02000046
388,1927feb,11.68000031
389,1927jan,11.64999962
390,1927jul,35.29999924
391,1927jun,29.51000023
392,1927mar,14.56999969
393,1927may,23.82999992
394,1927nov,15.36999989
395,1927oct,24.5
396,1927sep,27.02000046
397,1928apr,17.47999954
398,1928aug,34.04999924
399,1928dec,11.53999996
400,1928feb,14.18999958
401,1928jan,11.59000015
402,1928jul,34.79000092
403,1928jun,29.80999947
404,1928mar,15.85999966
405,1928may,25.95000076
406,1928nov,15.78999996
407,1928oct,23.55999947
408,1928sep,30.36000061
409,1929apr,17.18000031
410,1929aug,34.66999817
411,1929dec,14.48999977
412,1929feb,13.65999985
413,1929jan,10.67000008
414,1929jul,34.02999878
415,1929jun,28.29999924
416,1929mar,16.37000084
417,1929may,26.03000069
418,1929nov,21.04999924
419,1929oct,26.67000008
420,1929sep,30.21999931
421,1930apr,19.11000061
422,1930aug,32.41999817
423,1930dec,13.10000038
424,1930feb,15.88000011
425,1930jan,9.869999886
426,1930jul,34.18000031
427,1930jun,31.02000046
428,1930mar,17.59000015
429,1930may,21.45999908
430,1930nov,18.84000015
431,1930oct,24.12000084
432,1930sep,25.47999954
433,1931apr,21.37999916
434,1931aug,35.29000092
435,1931dec,9.699999809
436,1931feb,14.68999958
437,1931jan,12.32999992
438,1931jul,38.11000061
439,1931jun,27.60000038
440,1931mar,17.64999962
441,1931may,27.17000008
442,1931nov,15.02000046
443,1931oct,23.42000008
444,1931sep,28.35000038
445,1932apr,17.84000015
446,1932aug,33.47999954
447,1932dec,9.430000305
448,1932feb,12.93999958
449,1932jan,11.06000042
450,1932jul,33.49000168
451,1932jun,31.12999916
452,1932mar,17.94000053
453,1932may,23.51000023
454,1932nov,19.59000015
455,1932oct,25.12999916
456,1932sep,33.22999954
457,1933apr,20.62000084
458,1933aug,34.88000107
459,1933dec,10.46000004
460,1933feb,12.34000015
461,1933jan,9.289999962
462,1933jul,37.00999832
463,1933jun,28.39999962
464,1933mar,15.13000011
465,1933may,20.30999947
466,1933nov,19.57999992
467,1933oct,28.11000061
468,1933sep,28.27000046
469,1934apr,22.71999931
470,1934aug,34.40000153
471,1934dec,12.86999989
472,1934feb,13.84000015
473,1934jan,13.47999954
474,1934jul,33.83000183
475,1934jun,28.70000076
476,1934mar,20.62999916
477,1934may,25.45999908
478,1934nov,15.27999973
479,1934oct,23.28000069
480,1934sep,31.12000084
481,1935apr,17.01000023
482,1935aug,34.5
483,1935dec,13.01000023
484,1935feb,13.18000031
485,1935jan,10.88000011
486,1935jul,33.36000061
487,1935jun,31.45999908
488,1935mar,13.02000046
489,1935may,24.69000053
490,1935nov,15.25
491,1935oct,22.26000023
492,1935sep,31.25
493,1936apr,20.21999931
494,1936aug,34.77999878
495,1936dec,12.28999996
496,1936feb,11.88000011
497,1936jan,13.09000015
498,1936jul,34.81999969
499,1936jun,28.35000038
500,1936mar,18.53000069
501,1936may,25.51000023
502,1936nov,19.96999931
503,1936oct,26.40999985
504,1936sep,31.55999947
505,1937apr,17.45999908
506,1937aug,33.97000122
507,1937dec,14.10000038
508,1937feb,10.23999977
509,1937jan,6.070000172
510,1937jul,35.18999863
511,1937jun,28.18000031
512,1937mar,14.55000019
513,1937may,26
514,1937nov,15.92000008
515,1937oct,23.97999954
516,1937sep,29.70000076
517,1938apr,17.72999954
518,1938aug,33.40000153
519,1938dec,13.81999969
520,1938feb,11.22999954
521,1938jan,12.06999969
522,1938jul,35.08000183
523,1938jun,31.34000015
524,1938mar,12.26000023
525,1938may,25.53000069
526,1938nov,16.30999947
527,1938oct,21.23999977
528,1938sep,29.96999931
529,1939apr,23.57999992
530,1939aug,34.59000015
531,1939dec,13.38000011
532,1939feb,12.27000046
533,1939jan,12.64000034
534,1939jul,35.25
535,1939jun,30.30999947
536,1939mar,16.21999931
537,1939may,25.43000031
538,1939nov,19.63999939
539,1939oct,24.88999939
540,1939sep,30.39999962
541,1940apr,19.12000084
542,1940aug,34.04999924
543,1940dec,13.76000023
544,1940feb,12.81000042
545,1940jan,11.60000038
546,1940jul,33.33000183
547,1940jun,32.72999954
548,1940mar,16.70000076
549,1940may,25.89999962
550,1940nov,15.06000042
551,1940oct,23.29000092
552,1940sep,26.21999931
553,1941apr,17.69000053
554,1941aug,31.03000069
555,1941dec,11.36999989
556,1941feb,12.64000034
557,1941jan,12.15999985
558,1941jul,35.02999878
559,1941jun,27.29999924
560,1941mar,16.90999985
561,1941may,23.30999947
562,1941nov,16.81999969
563,1941oct,22.45000076
564,1941sep,28.51000023
565,1942apr,16.42000008
566,1942aug,34.09000015
567,1942dec,11.77000046
568,1942feb,12.52000046
569,1942jan,11.30000019
570,1942jul,34.95000076
571,1942jun,29.20000076
572,1942mar,16.03000069
573,1942may,21.26000023
574,1942nov,15.82999992
575,1942oct,24.96999931
576,1942sep,29.81999969
577,1943apr,18.98999977
578,1943aug,31.77000046
579,1943dec,13.51000023
580,1943feb,14.47000027
581,1943jan,12.86999989
582,1943jul,34.25999832
583,1943jun,26.73999977
584,1943mar,15.89000034
585,1943may,25.62999916
586,1943nov,18.11000061
587,1943oct,22.81999969
588,1943sep,32.33000183
589,1944apr,16.80999947
590,1944aug,33.75999832
591,1944dec,13.35000038
592,1944feb,12.39000034
593,1944jan,11.72999954
594,1944jul,33.59999847
595,1944jun,26.64999962
596,1944mar,17.88999939
597,1944may,24.30999947
598,1944nov,13.47000027
599,1944oct,25.29999924
600,1944sep,32.36999893
601,1945apr,21
602,1945aug,32.95000076
603,1945dec,10.94999981
604,1945feb,14.52999973
605,1945jan,12.17000008
606,1945jul,35.74000168
607,1945jun,29.93000031
608,1945mar,13.09000015
609,1945may,21.95000076
610,1945nov,14.30000019
611,1945oct,24.64999962
612,1945sep,31.59000015
613,1946apr,20.44000053
614,1946aug,33.79999924
615,1946dec,11.60000038
616,1946feb,11.97000027
617,1946jan,12.39000034
618,1946jul,33.15999985
619,1946jun,27.36000061
620,1946mar,14.65999985
621,1946may,24.55999947
622,1946nov,14.43999958
623,1946oct,22.26000023
624,1946sep,29.70000076
625,1947apr,21.47999954
626,1947aug,30.87000084
627,1947dec,11.82999992
628,1947feb,14.81999969
629,1947jan,12.02999973
630,1947jul,31.22999954
631,1947jun,27.90999985
632,1947mar,16.76000023
633,1947may,27.43000031
634,1947nov,15.09000015
635,1947oct,21.47999954
636,1947sep,31.90999985
637,1948apr,13.63000011
638,1948aug,31.37999916
639,1948dec,8.829999924
640,1948feb,12.10000038
641,1948jan,15.56999969
642,1948jul,32.34999847
643,1948jun,27.93000031
644,1948mar,12.92000008
645,1948may,20.29000092
646,1948nov,16.29000092
647,1948oct,23.96999931
648,1948sep,29.17000008
649,1949apr,22.30999947
650,1949aug,30.65999985
651,1949dec,11.64000034
652,1949feb,10.59000015
653,1949jan,8.529999733
654,1949jul,33.61999893
655,1949jun,31.28000069
656,1949mar,12.51000023
657,1949may,23.63999939
658,1949nov,19.52000046
659,1949oct,23.96999931
660,1949sep,30.32999992
661,1950apr,20.40999985
662,1950aug,34.16999817
663,1950dec,12.10000038
664,1950feb,13.60999966
665,1950jan,8.069999695
666,1950jul,35.72999954
667,1950jun,28.55999947
668,1950mar,14.35999966
669,1950may,25.71999931
670,1950nov,17.23999977
671,1950oct,22.38999939
672,1950sep,28.94000053
673,1951apr,20.07999992
674,1951aug,32.66999817
675,1951dec,11.03999996
676,1951feb,11.94999981
677,1951jan,10.23999977
678,1951jul,33.50999832
679,1951jun,30.30999947
680,1951mar,15.96000004
681,1951may,23.95999908
682,1951nov,15.22999954
683,1951oct,22.56999969
684,1951sep,30.84000015
685,1952apr,19.27000046
686,1952aug,33.15000153
687,1952dec,9.81000042
688,1952feb,12.15999985
689,1952jan,7.929999828
690,1952jul,34.95000076
691,1952jun,25.20999908
692,1952mar,12.64999962
693,1952may,25.30999947
694,1952nov,15.75
695,1952oct,26.61000061
696,1952sep,31.12999916
697,1953apr,18.12999916
698,1953aug,30.17000008
699,1953dec,13.86999989
700,1953feb,15.47000027
701,1953jan,12.93000031
702,1953jul,35.04000092
703,1953jun,25.26000023
704,1953mar,15.56999969
705,1953may,19.62999916
706,1953nov,14.64000034
707,1953oct,23.23999977
708,1953sep,31.25
709,1954apr,20.20999908
710,1954aug,29.5
711,1954dec,10.36999989
712,1954feb,15.75
713,1954jan,10.21000004
714,1954jul,34.31000137
715,1954jun,27.14999962
716,1954mar,12.93999958
717,1954may,25.64999962
718,1954nov,15.76000023
719,1954oct,23.29999924
720,1954sep,28.26000023
721,1955apr,15.02999973
722,1955aug,34.61000061
723,1955dec,11.5
724,1955feb,12.73999977
725,1955jan,9.409999847
726,1955jul,31.79999924
727,1955jun,28.45000076
728,1955mar,16.21999931
729,1955may,24.38999939
730,1955nov,15.47000027
731,1955oct,25.07999992
732,1955sep,30.95000076
733,1956apr,18.69000053
734,1956aug,31.92000008
735,1956dec,14.89000034
736,1956feb,11.39999962
737,1956jan,9.579999924
738,1956jul,34.02999878
739,1956jun,29.18000031
740,1956mar,16.5
741,1956may,23.32999992
742,1956nov,18.97999954
743,1956oct,22.19000053
744,1956sep,29.45999908
745,1957apr,19.32999992
746,1957aug,31.60000038
747,1957dec,11.85000038
748,1957feb,12.84000015
749,1957jan,9.180000305
750,1957jul,33.97999954
751,1957jun,31.37999916
752,1957mar,14.38000011
753,1957may,21.62999916
754,1957nov,14.97999954
755,1957oct,19.27000046
756,1957sep,29.54000092
757,1958apr,18.13999939
758,1958aug,35.18999863
759,1958dec,16.88999939
760,1958feb,12.39000034
761,1958jan,11.56000042
762,1958jul,33.15999985
763,1958jun,27.19000053
764,1958mar,11.51000023
765,1958may,25.17000008
766,1958nov,17.80999947
767,1958oct,27.09000015
768,1958sep,31.13999939
769,1959apr,23.18000031
770,1959aug,33.29000092
771,1959dec,14.27000046
772,1959feb,11.77000046
773,1959jan,12.27999973
774,1959jul,36.09999847
775,1959jun,30.54000092
776,1959mar,18.43000031
777,1959may,23.03000069
778,1959nov,20.53000069
779,1959oct,25.95999908
780,1959sep,28.06999969
781,1960apr,18.29999924
782,1960aug,33.63000107
783,1960dec,12.31000042
784,1960feb,12.53999996
785,1960jan,9.539999962
786,1960jul,35.83000183
787,1960jun,32.43999863
788,1960mar,15.86999989
789,1960may,22.43000031
790,1960nov,13.69999981
791,1960oct,23.79999924
792,1960sep,31.51000023
793,1961apr,19.88999939
794,1961aug,33.65000153
795,1961dec,11.43000031
796,1961feb,13.56000042
797,1961jan,12.15999985
798,1961jul,35.65999985
799,1961jun,31.82999992
800,1961mar,13.51000023
801,1961may,21.07999992
802,1961nov,15.57999992
803,1961oct,24.40999985
804,1961sep,29.05999947
805,1962apr,22.11000061
806,1962aug,31.98999977
807,1962dec,13.27999973
808,1962feb,10.85999966
809,1962jan,13.89000034
810,1962jul,34.00999832
811,1962jun,29.67000008
812,1962mar,12.78999996
813,1962may,21.87000084
814,1962nov,16.89999962
815,1962oct,22.05999947
816,1962sep,29.88999939
817,1963apr,13.68000031
818,1963aug,32.43999863
819,1963dec,12.10999966
820,1963feb,16.14999962
821,1963jan,11.64999962
822,1963jul,31.86000061
823,1963jun,28.38999939
824,1963mar,13.68999958
825,1963may,22.04999924
826,1963nov,14.05000019
827,1963oct,22.48999977
828,1963sep,30.25
829,1964apr,19.92000008
830,1964aug,34.02000046
831,1964dec,11.46000004
832,1964feb,16.05999947
833,1964jan,10.63000011
834,1964jul,34.11999893
835,1964jun,27.51000023
836,1964mar,15.02999973
837,1964may,22.56999969
838,1964nov,12.64999962
839,1964oct,26.46999931
840,1964sep,29.43000031
841,1965apr,16.79999924
842,1965aug,31.89999962
843,1965dec,9.710000038
844,1965feb,14.67000008
845,1965jan,11.13000011
846,1965jul,33.56999969
847,1965jun,27.37999916
848,1965mar,15.26000023
849,1965may,24.30999947
850,1965nov,14.27000046
851,1965oct,26.77000046
852,1965sep,27.46999931
853,1966apr,22.72999954
854,1966aug,34.68999863
855,1966dec,11.15999985
856,1966feb,11.14000034
857,1966jan,10.89000034
858,1966jul,32.41999817
859,1966jun,29.70000076
860,1966mar,15.06999969
861,1966may,26.35000038
862,1966nov,15.10000038
863,1966oct,25.93000031
864,1966sep,29.79000092
865,1967apr,10.73999977
866,1967aug,36.29999924
867,1967dec,11.69999981
868,1967feb,15.25
869,1967jan,12.47999954
870,1967jul,35.29000092
871,1967jun,27.42000008
872,1967mar,13.07999992
873,1967may,24.62000084
874,1967nov,18.29999924
875,1967oct,24.87999916
876,1967sep,31.78000069
877,1968apr,20.92000008
878,1968aug,29.94000053
879,1968dec,8.119999886
880,1968feb,14.27999973
881,1968jan,10.85000038
882,1968jul,34.95999908
883,1968jun,30.98999977
884,1968mar,16.28000069
885,1968may,23.64999962
886,1968nov,13.28999996
887,1968oct,22.80999947
888,1968sep,30.02000046
889,1969apr,18.04000092
890,1969aug,35.33000183
891,1969dec,12.90999985
892,1969feb,7.699999809
893,1969jan,8.279999733
894,1969jul,34.93000031
895,1969jun,27.04999924
896,1969mar,14.67000008
897,1969may,26.11000061
898,1969nov,18.14999962
899,1969oct,21.43000031
900,1969sep,31.46999931
901,1970apr,17.75
902,1970aug,33.97999954
903,1970dec,8.520000458
904,1970feb,14.88000011
905,1970jan,11.39000034
906,1970jul,35.41999817
907,1970jun,29.62000084
908,1970mar,16.37000084
909,1970may,26.01000023
910,1970nov,14.88000011
911,1970oct,23.42000008
912,1970sep,30.59000015
913,1971apr,17.51000023
914,1971aug,34.31000137
915,1971dec,8.720000267
916,1971feb,14.59000015
917,1971jan,12
918,1971jul,34.65999985
919,1971jun,27.86000061
920,1971mar,13.78999996
921,1971may,21.59000015
922,1971nov,15.68999958
923,1971oct,22.69000053
924,1971sep,29.70999908
925,1972apr,18.29000092
926,1972aug,33.86000061
927,1972dec,8.470000267
928,1972feb,12.47000027
929,1972jan,10.02999973
930,1972jul,34.68999863
931,1972jun,30.57999992
932,1972mar,18.14999962
933,1972may,25.51000023
934,1972nov,13.43999958
935,1972oct,20.59000015
936,1972sep,28.04000092
937,1973apr,21.01000023
938,1973aug,32.72000122
939,1973dec,10.92000008
940,1973feb,12.10000038
941,1973jan,9.550000191
942,1973jul,34.72999954
943,1973jun,31.11000061
944,1973mar,13.26000023
945,1973may,27.5
946,1973nov,11.93999958
947,1973oct,22.89999962
948,1973sep,28.62000084
949,1974apr,17.10000038
950,1974aug,33.54000092
951,1974dec,11.31000042
952,1974feb,12.18999958
953,1974jan,9.779999733
954,1974jul,32.72000122
955,1974jun,30.26000023
956,1974mar,13.56999969
957,1974may,24.70000076
958,1974nov,15.21000004
959,1974oct,25.47999954
960,1974sep,32.81000137
961,1975apr,14.55000019
962,1975aug,31.45000076
963,1975dec,13.75
964,1975feb,11.03999996
965,1975jan,12.85999966
966,1975jul,32.15000153
967,1975jun,29.71999931
968,1975mar,12.56000042
969,1975may,25.38999939
970,1975nov,14.61999989
971,1975oct,21.17000008
972,1975sep,31.51000023
973,1976apr,16.87000084
974,1976aug,28.45000076
975,1976dec,15.30000019
976,1976feb,12.78999996
977,1976jan,14.36999989
978,1976jul,33.70999908
979,1976jun,29.21999931
980,1976mar,15.06000042
981,1976may,27.13999939
982,1976nov,18.79999924
983,1976oct,25.63999939
984,1976sep,28.21999931
985,1977apr,22.37000084
986,1977aug,33.38000107
987,1977dec,12.43999958
988,1977feb,16.53000069
989,1977jan,12.52999973
990,1977jul,34.36999893
991,1977jun,31.78000069
992,1977mar,14.35999966
993,1977may,19.10000038
994,1977nov,16.55999947
995,1977oct,23.93000031
996,1977sep,27.06999969
997,1978apr,16.30999947
998,1978aug,33.36000061
999,1978dec,10.98999977
1000,1978feb,12.46000004
1001,1978jan,11.46000004
1002,1978jul,34.11999893
1003,1978jun,28.53000069
1004,1978mar,16.42000008
1005,1978may,24.88999939
1006,1978nov,15.05000019
1007,1978oct,27.31999969
1008,1978sep,27.22999954
1009,1979apr,17.97999954
1010,1979aug,31.57999992
1011,1979dec,13.10000038
1012,1979feb,11.09000015
1013,1979jan,9.619999886
1014,1979jul,33.59999847
1015,1979jun,30.73999977
1016,1979mar,14.73999977
1017,1979may,25.26000023
1018,1979nov,14.13000011
1019,1979oct,22.82999992
1020,1979sep,31.61000061
1021,1980apr,19.07999992
1022,1980aug,32.34000015
1023,1980dec,14.02999973
1024,1980feb,13.34000015
1025,1980jan,11.89999962
1026,1980jul,33.65999985
1027,1980jun,25.86000061
1028,1980mar,14.52000046
1029,1980may,23.07999992
1030,1980nov,17.57999992
1031,1980oct,25.62000084
1032,1980sep,29.35000038
1033,1981apr,20.5
1034,1981aug,34.09000015
1035,1981dec,11.97999954
1036,1981feb,13.98999977
1037,1981jan,12.57999992
1038,1981jul,35.11000061
1039,1981jun,32.20999908
1040,1981mar,14.31999969
1041,1981may,25.02000046
1042,1981nov,15.18999958
1043,1981oct,21.31999969
1044,1981sep,30.42000008
1045,1982apr,16.63999939
1046,1982aug,32.36000061
1047,1982dec,11.09000015
1048,1982feb,13.57999992
1049,1982jan,9.420000076
1050,1982jul,32.59999847
1051,1982jun,27.40999985
1052,1982mar,12.67000008
1053,1982may,26.29999924
1054,1982nov,12.78999996
1055,1982oct,22.05999947
1056,1982sep,27.55999947
1057,1983apr,14.97000027
1058,1983aug,31.40999985
1059,1983dec,10.80000019
1060,1983feb,12.52999973
1061,1983jan,11.97000027
1062,1983jul,30.25
1063,1983jun,28.11000061
1064,1983mar,12.89000034
1065,1983may,23.95000076
1066,1983nov,12.92000008
1067,1983oct,23.84000015
1068,1983sep,29.36000061
1069,1984apr,18.34000015
1070,1984aug,32.45999908
1071,1984dec,9.989999771
1072,1984feb,13.28999996
1073,1984jan,14.72000027
1074,1984jul,35.27999878
1075,1984jun,29.18000031
1076,1984mar,18.23999977
1077,1984may,25.95999908
1078,1984nov,12.38000011
1079,1984oct,20.07999992
1080,1984sep,31.29000092
1081,1985apr,22.60000038
1082,1985aug,31.63999939
1083,1985dec,12.30000019
