"site","Serpentine","Year","Species_Name","Grass.Forb","Count","SAI_Index1","SAI_Index2","SAI","SAI_RelAb"
3,"S",2014,"Lupinus bicolor","Forb",1,22.7272727272727,42.485068653408,32.6061706903404,72.1048278982857
3,"S",2014,"Micropus californicus","Forb",3,34.8214285714286,57.9156895893548,46.3685590803917,72.8678839466852
3,"S",2014,"Microseris douglasii","Forb",1,41.8859649122807,38.3101758894868,40.0980704008837,59.4688629445468
3,"S",2014,"Plantago erecta","Forb",4,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
3,"S",2012,"Plantago erecta","Forb",11,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
3,"S",2014,"Vulpia microstachys","Grass",7,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
3,"S",2012,"Vulpia microstachys","Grass",4,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
3,"S",2014,"Vulpia myuros","Grass",1,86.9565217391304,73.74749498998,80.3520083645552,69.938752220376
3,"S",2012,"Vulpia myuros","Grass",8,86.9565217391304,73.74749498998,80.3520083645552,69.938752220376
4,"S",2012,"Aegilops triuncialis","Grass",6,28.3333333333333,13.2352941176471,20.7843137254902,39.1718632865681
4,"S",2014,"Aegilops triuncialis","Grass",2,28.3333333333333,13.2352941176471,20.7843137254902,39.1718632865681
4,"S",2012,"Anagallis arvensis","Forb",1,65.0793650793651,92.6832485301056,78.8813068047353,91.391942868705
4,"S",2012,"Athysanus pusillus","Forb",1,33.9285714285714,79.0970905222258,56.5128309753986,89.7271222823736
4,"S",2014,"Avena fatua","Grass",15,47.5923852183651,23.0222864735951,35.3073358459801,40.1919106645802
4,"S",2012,"Avena fatua","Grass",35,47.5923852183651,23.0222864735951,35.3073358459801,40.1919106645802
4,"S",2014,"Bromus hordeaceus","Grass",3,45.6221198156682,31.5181452641966,38.5701325399324,52.9479097994603
4,"S",2012,"Bromus hordeaceus","Grass",5,45.6221198156682,31.5181452641966,38.5701325399324,52.9479097994603
4,"S",2012,"Bromus madritensis","Grass",2,48.374613003096,48.3006108403431,48.3376119217195,73.9258851240921
4,"S",2014,"Calycadenia pauciflora","Forb",1,20.1690821256039,10.1519025417356,15.1604923336697,36.5977943682238
4,"S",2012,"Clarkia purpurea","Forb",1,38.8157894736842,61.2648221343874,50.0403058040358,76.1408679789234
4,"S",2014,"Dichelostemma capitatum","Forb",2,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
4,"S",2012,"Dichelostemma capitatum","Forb",3,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
4,"S",2012,"Eriogonum vimineum","Forb",2,44.6022727272727,74.8286888990407,59.7154808131567,77.4792312346285
4,"S",2012,"Euphorbia crenulata","Forb",4,22.9166666666667,41.9063270336894,32.411496850178,73.4266701442993
4,"S",2014,"Hemizonia congesta","Forb",5,42.9429892141757,21.4022525936185,32.1726209038971,37.4740176270164
4,"S",2014,"Hesperolinon californicum","Forb",2,32.2222222222222,20.0526635608669,26.1374428915446,44.2526551557008
4,"S",2014,"Juncus bufonius","Grass",1,100,NA,NA,100
4,"S",2012,"Lactuca serriola","Forb",2,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
4,"S",2014,"Lactuca serriola","Forb",2,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
4,"S",2012,"Lasthenia californica","Forb",2,39.1260162601626,25.0900220699268,32.1080191650447,49.9471587217145
4,"S",2014,"Lasthenia californica","Forb",2,39.1260162601626,25.0900220699268,32.1080191650447,49.9471587217145
4,"S",2012,"Lolium multiflorum","Grass",3,51.2807881773399,66.631813275769,58.9563007265545,71.0820074300796
4,"S",2014,"Lotus wrangelianus","Forb",1,35.1772287862513,31.9228655642704,33.5500471752609,55.3547698479277
4,"S",2012,"Nassella pulchra","Grass",8,12.962962962963,3.51425224521671,8.23860760408984,36.9082888259475
4,"S",2012,"Plantago erecta","Forb",10,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
4,"S",2014,"Plantago erecta","Forb",10,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
4,"S",2014,"Rigiopappus leptocladus","Forb",1,37.719298245614,90.488638648703,64.1039684471585,93.206332010252
4,"S",2014,"Stellaria nitens","Forb",2,72.7941176470588,96.1342828077314,84.4642002273951,96.8127690665857
4,"S",2012,"Stellaria nitens","Forb",4,72.7941176470588,96.1342828077314,84.4642002273951,96.8127690665857
4,"S",2014,"Taeniatherum caput-medusae","Grass",10,42.6020408163265,31.0892417803623,36.8456412983444,50.6399215063694
4,"S",2012,"Taeniatherum caput-medusae","Grass",3,42.6020408163265,31.0892417803623,36.8456412983444,50.6399215063694
4,"S",2012,"Trifolium gracilentum","Forb",2,52.5,60.5117565698479,56.5058782849239,71.544673136623
4,"S",2014,"Trifolium gracilentum","Forb",1,52.5,60.5117565698479,56.5058782849239,71.544673136623
4,"S",2012,"Vulpia microstachys","Grass",7,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
4,"S",2014,"Vulpia microstachys","Grass",20,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
4,"S",2014,"Vulpia myuros","Grass",3,86.9565217391304,73.74749498998,80.3520083645552,69.938752220376
5,"S",2014,"Aegilops triuncialis","Grass",1,28.3333333333333,13.2352941176471,20.7843137254902,39.1718632865681
5,"S",2012,"Anagallis arvensis","Forb",6,65.0793650793651,92.6832485301056,78.8813068047353,91.391942868705
5,"S",2014,"Anagallis arvensis","Forb",7,65.0793650793651,92.6832485301056,78.8813068047353,91.391942868705
5,"S",2014,"Avena fatua","Grass",47,47.5923852183651,23.0222864735951,35.3073358459801,40.1919106645802
5,"S",2012,"Avena fatua","Grass",24,47.5923852183651,23.0222864735951,35.3073358459801,40.1919106645802
5,"S",2014,"Centaurea solstitialis","Forb",1,38.0952380952381,21.9009447466361,29.9980914209371,42.1633840733861
5,"S",2012,"Centaurea solstitialis","Forb",3,38.0952380952381,21.9009447466361,29.9980914209371,42.1633840733861
5,"S",2014,"Centaurium trichanthum","Forb",1,100,97.8086584714057,98.9043292357028,91.6335393987659
5,"S",2012,"Cerastium glomeratum","Forb",2,NA,73.5694822888284,NA,89.1766611842202
5,"S",2014,"Dichelostemma capitatum","Forb",2,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
5,"S",2012,"Dichelostemma capitatum","Forb",7,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
5,"S",2012,"Euphorbia crenulata","Forb",1,22.9166666666667,41.9063270336894,32.411496850178,73.4266701442993
5,"S",2012,"Galium murale","Forb",1,NA,78.0346820809249,NA,87.0057717298527
5,"S",2014,"Githopsis specularioides","Forb",1,48.3333333333333,87.9888268156425,68.1610800744879,93.597080528896
5,"S",2014,"Grindelia camporum","Forb",1,11.437908496732,7.26245713132943,9.35018281403073,51.2713489583574
5,"S",2014,"Hemizonia congesta","Forb",2,42.9429892141757,21.4022525936185,32.1726209038971,37.4740176270164
5,"S",2012,"Juncus bufonius","Grass",1,100,NA,NA,100
5,"S",2014,"Juncus bufonius","Grass",6,100,NA,NA,100
5,"S",2014,"Lactuca serriola","Forb",3,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
5,"S",2012,"Lactuca serriola","Forb",3,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
5,"S",2012,"Lolium multiflorum","Grass",4,51.2807881773399,66.631813275769,58.9563007265545,71.0820074300796
5,"S",2014,"Melilotus indica","Forb",2,100,66.2983425414365,83.1491712707182,79.5375738384045
5,"S",2012,"Melilotus indica","Forb",2,100,66.2983425414365,83.1491712707182,79.5375738384045
5,"S",2014,"Microseris douglasii","Forb",1,41.8859649122807,38.3101758894868,40.0980704008837,59.4688629445468
5,"S",2012,"Nassella pulchra","Grass",1,12.962962962963,3.51425224521671,8.23860760408984,36.9082888259475
5,"S",2014,"Plantago erecta","Forb",4,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
5,"S",2012,"Plantago erecta","Forb",2,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
5,"S",2014,"Polypogon monspeliensis","Grass",1,NA,72.5806451612903,NA,58.6162099389544
5,"S",2012,"Taeniatherum caput-medusae","Grass",5,42.6020408163265,31.0892417803623,36.8456412983444,50.6399215063694
5,"S",2014,"Trifolium gracilentum","Forb",1,52.5,60.5117565698479,56.5058782849239,71.544673136623
5,"S",2014,"Vicia villosa","Forb",1,30,7.33197556008147,18.6659877800407,29.1221616736182
5,"S",2014,"Vulpia microstachys","Grass",10,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
5,"S",2014,"Vulpia myuros","Grass",3,86.9565217391304,73.74749498998,80.3520083645552,69.938752220376
5,"S",2012,"Vulpia myuros","Grass",2,86.9565217391304,73.74749498998,80.3520083645552,69.938752220376
6,"S",2012,"Astragalus gambelianus","Forb",1,28.5714285714286,44.9500554938957,36.7607420326621,86.493302871235
6,"S",2012,"Athysanus pusillus","Forb",1,33.9285714285714,79.0970905222258,56.5128309753986,89.7271222823736
6,"S",2014,"Avena fatua","Grass",1,47.5923852183651,23.0222864735951,35.3073358459801,40.1919106645802
6,"S",2012,"Bromus hordeaceus","Grass",2,45.6221198156682,31.5181452641966,38.5701325399324,52.9479097994603
6,"S",2014,"Bromus hordeaceus","Grass",1,45.6221198156682,31.5181452641966,38.5701325399324,52.9479097994603
6,"S",2012,"Dichelostemma capitatum","Forb",3,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
6,"S",2012,"Elymus elymoides","Grass",1,30.5555555555556,15.73082805331,23.1431918044328,33.4579211551739
6,"S",2014,"Eriogonum vimineum","Forb",4,44.6022727272727,74.8286888990407,59.7154808131567,77.4792312346285
6,"S",2012,"Eriogonum vimineum","Forb",9,44.6022727272727,74.8286888990407,59.7154808131567,77.4792312346285
6,"S",2012,"Hemizonia congesta","Forb",2,42.9429892141757,21.4022525936185,32.1726209038971,37.4740176270164
6,"S",2014,"Hemizonia congesta","Forb",10,42.9429892141757,21.4022525936185,32.1726209038971,37.4740176270164
6,"S",2014,"Juncus bufonius","Grass",1,100,NA,NA,100
6,"S",2014,"Lactuca serriola","Forb",1,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
6,"S",2012,"Lactuca serriola","Forb",4,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
6,"S",2012,"Lasthenia californica","Forb",18,39.1260162601626,25.0900220699268,32.1080191650447,49.9471587217145
6,"S",2014,"Lasthenia californica","Forb",31,39.1260162601626,25.0900220699268,32.1080191650447,49.9471587217145
6,"S",2014,"Lotus micranthus","Forb",1,58.3333333333333,14.1084258654474,36.2208795993904,47.9583318124843
6,"S",2014,"Microseris douglasii","Forb",4,41.8859649122807,38.3101758894868,40.0980704008837,59.4688629445468
6,"S",2012,"Nassella pulchra","Grass",4,12.962962962963,3.51425224521671,8.23860760408984,36.9082888259475
6,"S",2014,"Navarretia jepsonii","Forb",1,32.5910931174089,30.2835051546392,31.437299136024,47.2177730028874
6,"S",2014,"Phlox gracilis","Forb",3,10,37.9213483146067,23.9606741573034,86.9787880301523
6,"S",2012,"Plantago erecta","Forb",1,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
6,"S",2014,"Plantago erecta","Forb",6,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
6,"S",2012,"Sidalcea diploscypha","Forb",1,4.34782608695652,7.99763033175355,6.17272820935504,81.3622017586953
6,"S",2012,"Stellaria nitens","Forb",3,72.7941176470588,96.1342828077314,84.4642002273951,96.8127690665857
6,"S",2014,"Stellaria nitens","Forb",2,72.7941176470588,96.1342828077314,84.4642002273951,96.8127690665857
6,"S",2014,"Trifolium gracilentum","Forb",1,52.5,60.5117565698479,56.5058782849239,71.544673136623
6,"S",2014,"Vulpia microstachys","Grass",82,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
6,"S",2012,"Vulpia microstachys","Grass",4,51.5607580824972,65.0992086248423,58.3299833536698,76.6101186527044
6,"S",2014,"Vulpia myuros","Grass",4,86.9565217391304,73.74749498998,80.3520083645552,69.938752220376
7,"S",2014,"Achyrachaena mollis","Forb",1,29.1666666666667,32.4909747292419,30.8288206979543,63.2207684989711
7,"S",2012,"Achyrachaena mollis","Forb",1,29.1666666666667,32.4909747292419,30.8288206979543,63.2207684989711
7,"S",2012,"Agoseris heterophylla","Forb",2,22.4137931034483,28.5201225308968,25.4669578171725,59.2650265373829
7,"S",2012,"Astragalus breweri","Forb",1,50,54.7667342799189,52.3833671399594,55.244183777275
7,"S",2014,"Astragalus gambelianus","Forb",1,28.5714285714286,44.9500554938957,36.7607420326621,86.493302871235
7,"S",2014,"Athysanus pusillus","Forb",2,33.9285714285714,79.0970905222258,56.5128309753986,89.7271222823736
7,"S",2012,"Athysanus pusillus","Forb",2,33.9285714285714,79.0970905222258,56.5128309753986,89.7271222823736
7,"S",2012,"Avena fatua","Grass",3,47.5923852183651,23.0222864735951,35.3073358459801,40.1919106645802
7,"S",2014,"Camissonia graciliflora","Forb",5,5,47.9233226837061,26.461661341853,82.0185458577267
7,"S",2014,"Centaurium trichanthum","Forb",4,100,97.8086584714057,98.9043292357028,91.6335393987659
7,"S",2014,"Clarkia purpurea","Forb",1,38.8157894736842,61.2648221343874,50.0403058040358,76.1408679789234
7,"S",2014,"Crassula connata","Forb",1,70.8333333333333,99.5366910775669,85.1850122054501,98.5560466757987
7,"S",2014,"Dichelostemma capitatum","Forb",1,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
7,"S",2012,"Dichelostemma capitatum","Forb",1,35.0379894798364,36.2101609340486,35.6240752069425,70.6497467474664
7,"S",2012,"Epilobium brachycarpum","Forb",1,19.7101449275362,24.067956583294,21.8890507554151,55.7807331903916
7,"S",2012,"Hemizonia congesta","Forb",2,42.9429892141757,21.4022525936185,32.1726209038971,37.4740176270164
7,"S",2014,"Hemizonia congesta","Forb",14,42.9429892141757,21.4022525936185,32.1726209038971,37.4740176270164
7,"S",2014,"Holocarpha virgata","Forb",7,38.1818181818182,11.3747553816047,24.7782867817114,21.7508546730697
7,"S",2012,"Holocarpha virgata","Forb",4,38.1818181818182,11.3747553816047,24.7782867817114,21.7508546730697
7,"S",2012,"Hypochaeris glabra","Forb",1,28.7878787878788,81.2094348583188,54.9986568230988,86.8561964146602
7,"S",2012,"Lactuca serriola","Forb",2,41.1547911547912,47.5435816164818,44.3491863856365,64.1480653571359
7,"S",2012,"Lasthenia californica","Forb",1,39.1260162601626,25.0900220699268,32.1080191650447,49.9471587217145
7,"S",2014,"Lasthenia californica","Forb",7,39.1260162601626,25.0900220699268,32.1080191650447,49.9471587217145
7,"S",2012,"Linanthus bicolor","Forb",5,23.1818181818182,57.1034482758621,40.1426332288401,86.2537476998569
7,"S",2012,"Lotus humistratus","Forb",3,43.2126696832579,30.5548679138523,36.8837687985551,61.6068754948386
7,"S",2014,"Lotus humistratus","Forb",10,43.2126696832579,30.5548679138523,36.8837687985551,61.6068754948386
7,"S",2014,"Lotus wrangelianus","Forb",5,35.1772287862513,31.9228655642704,33.5500471752609,55.3547698479277
7,"S",2012,"Lotus wrangelianus","Forb",7,35.1772287862513,31.9228655642704,33.5500471752609,55.3547698479277
7,"S",2014,"Micropus californicus","Forb",93,34.8214285714286,57.9156895893548,46.3685590803917,72.8678839466852
7,"S",2012,"Micropus californicus","Forb",1,34.8214285714286,57.9156895893548,46.3685590803917,72.8678839466852
7,"S",2012,"Microseris douglasii","Forb",2,41.8859649122807,38.3101758894868,40.0980704008837,59.4688629445468
7,"S",2014,"Mimulus guttatus","Forb",3,73.3333333333333,78.2183595871809,75.7758464602571,56.2703248498311
7,"S",2012,"Mimulus guttatus","Forb",5,73.3333333333333,78.2183595871809,75.7758464602571,56.2703248498311
7,"S",2014,"Navarretia jepsonii","Forb",6,32.5910931174089,30.2835051546392,31.437299136024,47.2177730028874
7,"S",2014,"Plantago erecta","Forb",80,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
7,"S",2012,"Plantago erecta","Forb",4,44.4607843137255,45.9090039245704,45.184894119148,59.8556697044293
7,"S",2014,"Rigiopappus leptocladus","Forb",16,37.719298245614,90.488638648703,64.1039684471585,93.206332010252
7,"S",2012,"Sidalcea diploscypha","Forb",2,4.34782608695652,7.99763033175355,6.17272820935504,81.3622017586953
7,"S",2012,"Stellaria nitens","Forb",2,72.7941176470588,96.1342828077314,84.4642002273951,96.8127690665857
7,"S",2014,"Trifolium bifidum","Forb",2,40,56.6393958464443,48.3196979232222,73.8857917027837
7,"S",2012,"Trifolium fucatum","Forb",7,47.9166666666667,31.3755210306934,39.6460938486801,46.3580623331472
7,"S",2014,"Trifolium gracilentum","Forb",17,52.5,60.5117565698479,56.5058782849239,71.544673136623
