"site","Serpentine","Species_Name","Grass.Forb.Shrub","Count.12","Count.14","SAI_Index1","SAI_Index2","SAI","SAI_RelAb"
2,"S","Navarretia jepsonii","Forb",0,6,32.967032967033,28.9616704805492,30.9643517237911,41.6952079915798
2,"S","Plantago erecta","Forb",9,25,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
2,"S","Rigiopappus leptocladus","Forb",0,6,35.7142857142857,90.2708124373119,62.9925490757988,93.2792288086498
2,"S","Stellaria nitens","Forb",2,0,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
2,"S","Taeniatherum caput-medusae","Grass",0,7,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
2,"S","Trifolium fucatum","Forb",0,2,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
2,"S","Vulpia microstachys","Grass",13,15,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
2,"S","Vulpia myuros","Grass",4,6,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
3,"S","Agoseris heterophylla","Forb",0,2,18.9236111111111,26.1678619887575,22.5457365499343,64.8124850815751
3,"S","Amsinckia menziesii","Forb",0,1,44.1558441558442,48,46.0779220779221,79.1695129791596
3,"S","Anagallis arvensis","Forb",5,1,61.7424242424242,91.2972322285992,76.5198282355117,90.0557804944031
3,"S","Avena fatua","Grass",10,2,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
3,"S","Bromus hordeaceus","Grass",6,1,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
3,"S","Bromus madritensis","Grass",5,0,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
3,"S","Calochortus luteus","Forb",1,0,7.14285714285714,12,9.57142857142857,71.5735944259223
3,"S","Centaurium trichanthum","Forb",0,1,100,97.2744360902256,98.6372180451128,87.396633111493
3,"S","Clarkia purpurea","Forb",0,1,36.4822134387352,48.2014388489209,42.341826143828,73.1616825536466
3,"S","Dichelostemma capitatum","Forb",6,1,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
3,"S","Erodium cicutarium","Forb",2,1,41.3095238095238,69.0745899599393,55.1920568847316,63.587585435415
3,"S","Gilia tricolor","Forb",0,1,15.3409090909091,32.3304894476875,23.8356992692983,66.4775439741653
3,"S","Hemizonia congesta","Forb",3,0,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
3,"S","Holocarpha virgata","Forb",2,2,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
3,"S","Hypochaeris glabra","Forb",3,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
3,"S","Juncus bufonius","Grass",0,1,100,99.9901594174375,99.9950797087188,96.8889705082538
3,"S","Lactuca serriola","Forb",0,1,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
3,"S","Lasthenia californica","Forb",2,12,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
3,"S","Lolium multiflorum","Grass",15,0,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
3,"S","Lotus humistratus","Forb",0,1,40.8831908831909,30.0898516403148,35.4865212617528,61.4105669019048
3,"S","Lotus wrangelianus","Forb",0,2,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
3,"S","Lupinus bicolor","Forb",0,1,36.8729096989967,22.2084802502096,29.5406949746031,22.0414985495582
3,"S","Micropus californicus","Forb",0,3,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
3,"S","Microseris douglasii","Forb",0,1,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
3,"S","Plantago erecta","Forb",11,4,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
3,"S","Vulpia microstachys","Grass",4,7,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
3,"S","Vulpia myuros","Grass",8,1,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
4,"S","Aegilops triuncialis","Grass",6,2,28.3333333333333,13.2352941176471,20.7843137254902,44.4116752168851
4,"S","Anagallis arvensis","Forb",1,0,61.7424242424242,91.2972322285992,76.5198282355117,90.0557804944031
4,"S","Athysanus pusillus","Forb",1,0,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
4,"S","Avena fatua","Grass",35,15,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
4,"S","Bromus hordeaceus","Grass",5,3,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
4,"S","Bromus madritensis","Grass",2,0,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
4,"S","Calycadenia pauciflora","Forb",0,1,21.5277777777778,13.0928135001455,17.3102956389616,33.6351496271915
4,"S","Clarkia purpurea","Forb",1,0,36.4822134387352,48.2014388489209,42.341826143828,73.1616825536466
4,"S","Dichelostemma capitatum","Forb",3,2,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
4,"S","Eriogonum vimineum","Forb",2,0,44.6022727272727,74.8286888990407,59.7154808131567,77.5569054175315
4,"S","Euphorbia crenulata","Forb",4,0,25.1923076923077,38.1056923318175,31.6490000120626,68.4443672926967
4,"S","Hemizonia congesta","Forb",0,5,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
4,"S","Hesperolinon californicum","Forb",0,2,32.2222222222222,20.0526635608669,26.1374428915446,42.7457751890865
4,"S","Juncus bufonius","Grass",0,1,100,99.9901594174375,99.9950797087188,96.8889705082538
4,"S","Lactuca serriola","Forb",2,2,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
4,"S","Lasthenia californica","Forb",2,2,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
4,"S","Lolium multiflorum","Grass",3,0,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
4,"S","Lotus wrangelianus","Forb",0,1,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
4,"S","Nassella pulchra","Grass",8,0,14.6341463414634,5.26227865018376,9.94821249582359,20.6664079796308
4,"S","Plantago erecta","Forb",10,10,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
4,"S","Rigiopappus leptocladus","Forb",0,1,35.7142857142857,90.2708124373119,62.9925490757988,93.2792288086498
4,"S","Stellaria nitens","Forb",4,2,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
4,"S","Taeniatherum caput-medusae","Grass",3,10,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
4,"S","Trifolium gracilentum","Forb",2,1,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
4,"S","Vulpia microstachys","Grass",7,20,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
4,"S","Vulpia myuros","Grass",0,3,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
5,"S","Aegilops triuncialis","Grass",0,1,28.3333333333333,13.2352941176471,20.7843137254902,44.4116752168851
5,"S","Anagallis arvensis","Forb",6,7,61.7424242424242,91.2972322285992,76.5198282355117,90.0557804944031
5,"S","Avena fatua","Grass",24,47,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
5,"S","Centaurea solstitialis","Forb",3,1,37.037037037037,11.3118826521559,24.1744598445965,16.5557299391373
5,"S","Centaurium trichanthum","Forb",0,1,100,97.2744360902256,98.6372180451128,87.396633111493
5,"S","Cerastium glomeratum","Forb",2,0,91.1764705882353,92.0245398773006,91.6005052327679,88.7826238015703
5,"S","Dichelostemma capitatum","Forb",7,2,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
5,"S","Euphorbia crenulata","Forb",1,0,25.1923076923077,38.1056923318175,31.6490000120626,68.4443672926967
5,"S","Galium murale","Forb",1,0,42.684766214178,77.350215745915,60.0174909800465,79.0121444852001
5,"S","Githopsis specularioides","Forb",0,1,55.3571428571429,90.8173562058527,73.0872495314978,93.5370965367951
5,"S","Grindelia camporum","Forb",0,1,13.1578947368421,8.03412021424321,10.5960074755427,45.3436455239501
5,"S","Hemizonia congesta","Forb",0,2,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
5,"S","Juncus bufonius","Grass",1,6,100,99.9901594174375,99.9950797087188,96.8889705082538
5,"S","Lactuca serriola","Forb",3,3,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
5,"S","Lolium multiflorum","Grass",4,0,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
5,"S","Melilotus indica","Forb",2,2,100,86.4300626304802,93.2150313152401,80.8985761610546
5,"S","Microseris douglasii","Forb",0,1,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
5,"S","Nassella pulchra","Grass",1,0,14.6341463414634,5.26227865018376,9.94821249582359,20.6664079796308
5,"S","Plantago erecta","Forb",2,4,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
5,"S","Polypogon monspeliensis","Grass",0,1,100,41.6666666666667,70.8333333333333,35.3654030460181
5,"S","Taeniatherum caput-medusae","Grass",5,0,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
5,"S","Trifolium gracilentum","Forb",0,1,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
5,"S","Vicia villosa","Forb",0,1,34.012539184953,12.9484382976748,23.4804887413139,30.5550447611429
5,"S","Vulpia microstachys","Grass",0,10,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
5,"S","Vulpia myuros","Grass",2,3,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
6,"S","Astragalus gambelianus","Forb",1,0,38.3333333333333,57.784911717496,48.0591225254147,85.5581396753338
6,"S","Athysanus pusillus","Forb",1,0,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
6,"S","Avena fatua","Grass",0,1,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
6,"S","Bromus hordeaceus","Grass",2,1,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
6,"S","Dichelostemma capitatum","Forb",3,0,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
6,"S","Elymus elymoides","Grass",1,0,30.5555555555556,15.645371577575,23.1004635665653,31.4815350815356
6,"S","Eriogonum vimineum","Forb",9,4,44.6022727272727,74.8286888990407,59.7154808131567,77.5569054175315
6,"S","Hemizonia congesta","Forb",2,10,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
6,"S","Juncus bufonius","Grass",0,1,100,99.9901594174375,99.9950797087188,96.8889705082538
6,"S","Lactuca serriola","Forb",4,1,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
6,"S","Lasthenia californica","Forb",18,31,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
6,"S","Lotus micranthus","Forb",0,1,36.6666666666667,12.2936824132043,24.4801745399355,52.2459826280772
6,"S","Microseris douglasii","Forb",0,4,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
6,"S","Nassella pulchra","Grass",4,0,14.6341463414634,5.26227865018376,9.94821249582359,20.6664079796308
6,"S","Navarretia jepsonii","Forb",0,1,32.967032967033,28.9616704805492,30.9643517237911,41.6952079915798
6,"S","Phlox gracilis","Forb",0,3,18.75,40.8163265306122,29.7831632653061,87.8933488332497
6,"S","Plantago erecta","Forb",1,6,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
6,"S","Sidalcea diploscypha","Forb",1,0,6.89655172413793,12.0401337792642,9.46834275170107,59.8952512762679
6,"S","Stellaria nitens","Forb",3,2,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
6,"S","Trifolium gracilentum","Forb",0,1,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
6,"S","Vulpia microstachys","Grass",4,82,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
6,"S","Vulpia myuros","Grass",0,4,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
7,"S","Achyrachaena mollis","Forb",1,1,29.9773755656109,23.3728290861873,26.6751023258991,48.8059495502049
7,"S","Agoseris heterophylla","Forb",2,0,18.9236111111111,26.1678619887575,22.5457365499343,64.8124850815751
7,"S","Astragalus breweri","Forb",1,0,54.1666666666667,61.6438356164384,57.9052511415525,50.9899808535386
7,"S","Astragalus gambelianus","Forb",0,1,38.3333333333333,57.784911717496,48.0591225254147,85.5581396753338
7,"S","Athysanus pusillus","Forb",2,2,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
7,"S","Avena fatua","Grass",3,0,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
7,"S","Camissonia graciliflora","Forb",0,5,5,46.875,25.9375,70.8975687151732
7,"S","Centaurium trichanthum","Forb",0,4,100,97.2744360902256,98.6372180451128,87.396633111493
7,"S","Clarkia purpurea","Forb",0,1,36.4822134387352,48.2014388489209,42.341826143828,73.1616825536466
7,"S","Crassula connata","Forb",0,1,80.5668016194332,99.8489425981873,90.2078721088102,98.7845644446373
7,"S","Dichelostemma capitatum","Forb",1,1,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
7,"S","Epilobium brachycarpum","Forb",1,0,26.1363636363636,26.5710670603121,26.3537153483379,57.109313280528
7,"S","Hemizonia congesta","Forb",2,14,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
7,"S","Holocarpha virgata","Forb",4,7,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
7,"S","Hypochaeris glabra","Forb",1,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
7,"S","Lactuca serriola","Forb",2,0,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
7,"S","Lasthenia californica","Forb",1,7,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
7,"S","Linanthus bicolor","Forb",5,0,18.0392156862745,39.3657736468015,28.702494666538,82.6918162315466
7,"S","Lotus humistratus","Forb",3,10,40.8831908831909,30.0898516403148,35.4865212617528,61.4105669019048
7,"S","Lotus wrangelianus","Forb",7,5,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
7,"S","Micropus californicus","Forb",1,93,40.0415721844293,58.6802100133832,49.3608910989063,71.5063166972178
7,"S","Microseris douglasii","Forb",2,0,44.6888749214331,32.6478879395118,38.6683814304724,53.1114122802155
7,"S","Mimulus guttatus","Forb",5,3,76.1904761904762,80.1583374567046,78.1744068235904,63.7332104300317
7,"S","Navarretia jepsonii","Forb",0,6,32.967032967033,28.9616704805492,30.9643517237911,41.6952079915798
7,"S","Plantago erecta","Forb",4,80,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
7,"S","Rigiopappus leptocladus","Forb",0,16,35.7142857142857,90.2708124373119,62.9925490757988,93.2792288086498
7,"S","Sidalcea diploscypha","Forb",2,0,6.89655172413793,12.0401337792642,9.46834275170107,59.8952512762679
7,"S","Stellaria nitens","Forb",2,0,70.5882352941177,94.8960880195599,82.7421616568388,96.262970259271
7,"S","Trifolium bifidum","Forb",0,2,39.375,49.6574304250288,44.5162152125144,56.2623792072886
7,"S","Trifolium fucatum","Forb",7,0,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
7,"S","Trifolium gracilentum","Forb",0,17,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
7,"S","Vulpia microstachys","Grass",12,6,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
7,"S","Vulpia myuros","Grass",1,0,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
8,"S","Achyrachaena mollis","Forb",0,2,29.9773755656109,23.3728290861873,26.6751023258991,48.8059495502049
8,"S","Agoseris heterophylla","Forb",1,13,18.9236111111111,26.1678619887575,22.5457365499343,64.8124850815751
8,"S","Athysanus pusillus","Forb",0,10,36.1835748792271,77.5344597598933,56.8590173195602,79.0100950883518
8,"S","Bromus hordeaceus","Grass",5,0,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
8,"S","Cardamine oligosperma","Forb",1,2,77.0833333333333,97.5143403441683,87.2988368387508,93.7834232900195
8,"S","Castilleja densiflora","Forb",1,0,73.3333333333333,55.0724637681159,64.2028985507246,27.753803413004
8,"S","Castilleja rubicundula","Forb",0,3,56.6666666666667,61.8556701030928,59.2611683848797,86.4354007990118
8,"S","Centaurium trichanthum","Forb",0,10,100,97.2744360902256,98.6372180451128,87.396633111493
8,"S","Clarkia purpurea","Forb",0,2,36.4822134387352,48.2014388489209,42.341826143828,73.1616825536466
8,"S","Dichelostemma capitatum","Forb",2,0,27.9203170629954,38.5171630117175,33.2187400373564,75.8361628610304
8,"S","Epilobium brachycarpum","Forb",0,4,26.1363636363636,26.5710670603121,26.3537153483379,57.109313280528
8,"S","Eremocarpus setigerus","Forb",2,0,17.1875,40.0111141983884,28.5993070991942,69.8646885731193
8,"S","Euphorbia crenulata","Forb",1,2,25.1923076923077,38.1056923318175,31.6490000120626,68.4443672926967
8,"S","Filago gallica","Forb",1,1,68.2692307692308,92.5324675324675,80.4008491508492,93.6249457344824
8,"S","Gastridium ventricosum","Grass",0,1,83.4051724137931,76.6627771295216,80.0339747716573,63.0341753332979
8,"S","Geranium dissectum","Forb",9,17,34.5384615384615,19.6472231924555,27.0928423654585,52.4166372060397
8,"S","Grindelia camporum","Forb",0,3,13.1578947368421,8.03412021424321,10.5960074755427,45.3436455239501
8,"S","Hemizonia congesta","Forb",11,8,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
8,"S","Holocarpha virgata","Forb",1,10,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
8,"S","Hypochaeris glabra","Forb",2,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
8,"S","Juncus bufonius","Grass",3,14,100,99.9901594174375,99.9950797087188,96.8889705082538
8,"S","Lactuca serriola","Forb",5,5,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
8,"S","Lasthenia californica","Forb",4,16,39.7212543554007,25.1736894342687,32.4474718948347,50.4162606308206
8,"S","Linanthus bicolor","Forb",2,0,18.0392156862745,39.3657736468015,28.702494666538,82.6918162315466
8,"S","Lolium multiflorum","Grass",33,3,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
8,"S","Lupinus bicolor","Forb",1,19,36.8729096989967,22.2084802502096,29.5406949746031,22.0414985495582
8,"S","Medicago polymorpha","Forb",3,0,43.2142857142857,57.1234456433316,50.1688656788086,61.3781791426215
8,"S","Nassella pulchra","Grass",4,0,14.6341463414634,5.26227865018376,9.94821249582359,20.6664079796308
8,"S","Nemophila menziesii","Forb",0,1,NA,42.4528301886793,NA,42.7874401009226
8,"S","Plantago erecta","Forb",0,1,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
8,"S","Plectritis ciliosa","Forb",0,1,10,6.56934306569343,8.28467153284672,23.4709879576499
8,"S","Taeniatherum caput-medusae","Grass",1,1,41.2372843874392,22.5523444552379,31.8948144213385,34.2415218354346
8,"S","Trifolium dubium","Forb",1,0,75,89.5244016164128,82.2622008082064,89.8751466207975
8,"S","Trifolium fucatum","Forb",2,49,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
8,"S","Trifolium gracilentum","Forb",1,2,51.743679163034,61.6864968458037,56.7150880044189,74.3240427839317
8,"S","Trifolium hirtum","Forb",1,25,41.6428571428571,36.5499903306904,39.0964237367738,40.0778244613948
8,"S","Unknown forb","Forb",0,1,NA,97.2972972972973,NA,80.3227102237515
8,"S","Vulpia myuros","Grass",8,12,73.8075657894737,75.1037077531595,74.4556367713166,71.3472428640774
9,"S","Agoseris heterophylla","Forb",2,0,18.9236111111111,26.1678619887575,22.5457365499343,64.8124850815751
9,"S","Anagallis arvensis","Forb",41,122,61.7424242424242,91.2972322285992,76.5198282355117,90.0557804944031
9,"S","Ancistrocarphus filagineus","Forb",0,10,16.6666666666667,52.5673437363787,34.6170052015227,92.3792728717368
9,"S","Avena fatua","Grass",1,0,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
9,"S","Centaurium trichanthum","Forb",1,1,100,97.2744360902256,98.6372180451128,87.396633111493
9,"S","Cerastium glomeratum","Forb",1,0,91.1764705882353,92.0245398773006,91.6005052327679,88.7826238015703
9,"S","Clarkia purpurea","Forb",0,1,36.4822134387352,48.2014388489209,42.341826143828,73.1616825536466
9,"S","Epilobium brachycarpum","Forb",0,3,26.1363636363636,26.5710670603121,26.3537153483379,57.109313280528
9,"S","Hemizonia congesta","Forb",0,18,40.8333333333333,21.6101283834039,31.2217308583686,39.0510925084487
9,"S","Juncus bufonius","Grass",3,20,100,99.9901594174375,99.9950797087188,96.8889705082538
9,"S","Lactuca serriola","Forb",2,2,42.6448087431694,49.5857650083663,46.1152868757679,64.3181416635568
9,"S","Lolium multiflorum","Grass",2,0,53.2592592592593,67.2443520933728,60.251805676316,71.3373860442718
9,"S","Lotus humistratus","Forb",1,12,40.8831908831909,30.0898516403148,35.4865212617528,61.4105669019048
9,"S","Lotus purshianus","Forb",0,1,NA,9.75081256771398,NA,11.4908245934758
9,"S","Lotus wrangelianus","Forb",0,1,36.900871459695,32.8815098255399,34.8911906426175,60.6656162981994
9,"S","Mimulus guttatus","Forb",5,1,76.1904761904762,80.1583374567046,78.1744068235904,63.7332104300317
9,"S","Navarretia jepsonii","Forb",0,2,32.967032967033,28.9616704805492,30.9643517237911,41.6952079915798
9,"S","Navarretia pubescens","Forb",0,2,23.5507246376812,21.3595524665197,22.4551385521005,52.0653516410399
9,"S","Plantago erecta","Forb",0,3,42.3885918003565,45.3467475238181,43.8676696620873,61.3490041233699
9,"S","Polypogon monspeliensis","Grass",0,2,100,41.6666666666667,70.8333333333333,35.3654030460181
9,"S","Trifolium albopurpureum","Forb",0,1,39.8026315789474,52.5145873853848,46.1586094821661,76.3481641403398
9,"S","Trifolium ciliolatum","Forb",0,1,NA,66.1764705882353,NA,56.4744895659811
9,"S","Trifolium fucatum","Forb",1,4,52.3923444976077,35.1538824163243,43.773113456966,49.07938350856
9,"S","Trifolium willdenovii","Forb",0,1,29.1666666666667,60.4026845637584,44.7846756152125,69.5292536109142
9,"S","Vulpia microstachys","Grass",1,0,52.8276955602537,65.7111090652862,59.26940231277,75.4696805052793
10,"S","Aegilops triuncialis","Grass",0,1,28.3333333333333,13.2352941176471,20.7843137254902,44.4116752168851
10,"S","Amsinckia menziesii","Forb",2,0,44.1558441558442,48,46.0779220779221,79.1695129791596
10,"S","Avena fatua","Grass",18,0,48.7611607142857,27.2419485041628,38.0015546092243,32.8340004347519
10,"S","Bromus hordeaceus","Grass",3,1,47.4083168739657,33.6186016024245,40.5134592381951,36.7923815705032
10,"S","Bromus madritensis","Grass",1,0,46.0577915376677,38.3696224168015,42.2137069772346,59.9837053209591
10,"S","Castilleja attenuata","Forb",1,3,71.6666666666667,84.1121495327103,77.8894080996885,89.176221063663
10,"S","Centaurium trichanthum","Forb",5,8,100,97.2744360902256,98.6372180451128,87.396633111493
10,"S","Clarkia purpurea","Forb",0,2,36.4822134387352,48.2014388489209,42.341826143828,73.1616825536466
10,"S","Holocarpha virgata","Forb",1,6,38.2703081232493,15.1889040163376,26.7296060697935,30.6037169967779
10,"S","Hypochaeris glabra","Forb",3,0,33.6369770580297,40.3778477495833,37.0074124038065,58.040004704809
10,"S","Juncus bufonius","Grass",11,18,100,99.9901594174375,99.9950797087188,96.8889705082538
