"ID","Year","Site","Quadrat","Species_Name","cover","notes"
8347.00,2000.00,3.00,1.00,"Gilia tricolor",,
8348.00,2000.00,3.00,1.00,"Hemizonia congesta",,
8349.00,2000.00,3.00,1.00,"Holocarpha virgata",,
8350.00,2000.00,3.00,1.00,"Lagophylla minor",,
8351.00,2000.00,3.00,1.00,"Lotus humistratus",,
8352.00,2000.00,3.00,1.00,"Lotus wrangelianus",,
8353.00,2000.00,3.00,1.00,"Lupinus bicolor",,
8354.00,2000.00,3.00,1.00,"Micropus californicus",,
8355.00,2000.00,3.00,1.00,"Plantago erecta",,
8356.00,2000.00,3.00,1.00,"Rigiopappus leptocladus",,
8357.00,2000.00,3.00,1.00,"Trifolium albopurpureum",,
8358.00,2000.00,3.00,1.00,"Vulpia microstachys",,
8359.00,2000.00,3.00,1.00,"Minuartia douglasii",,
8360.00,2000.00,3.00,1.00,"Clarkia gracilis",,
8361.00,2000.00,4.00,1.00,"Agoseris heterophylla",,
8362.00,2000.00,4.00,1.00,"Calochortus superbus",,
8363.00,2000.00,4.00,1.00,"Calycadenia pauciflora",,
8364.00,2000.00,4.00,1.00,"Clarkia purpurea",,
8365.00,2000.00,4.00,1.00,"Hemizonia congesta",,
8366.00,2000.00,4.00,1.00,"Lotus wrangelianus",,
8367.00,2000.00,4.00,1.00,"Phlox gracilis",,
8368.00,2000.00,4.00,1.00,"Plantago erecta",,
8369.00,2000.00,4.00,1.00,"Taeniatherum caput-medusae",,
8370.00,2000.00,4.00,1.00,"Vulpia microstachys",,
8371.00,2000.00,4.00,1.00,"Trifolium gracilentum",,
8372.00,2000.00,4.00,1.00,"Clarkia gracilis",,
8373.00,2000.00,5.00,1.00,"Agoseris heterophylla",,
8374.00,2000.00,5.00,1.00,"Bromus hordeaceus",,
8375.00,2000.00,5.00,1.00,"Calochortus luteus",,
8376.00,2000.00,5.00,1.00,"Clarkia purpurea",,
8377.00,2000.00,5.00,1.00,"Collinsia sparsiflora",,
8378.00,2000.00,5.00,1.00,"Dichelostemma capitatum",,
8379.00,2000.00,5.00,1.00,"Hemizonia congesta",,
8380.00,2000.00,5.00,1.00,"Holocarpha virgata",,
8381.00,2000.00,5.00,1.00,"Lasthenia californica",,
8382.00,2000.00,5.00,1.00,"Lupinus succulentus",,
8383.00,2000.00,5.00,1.00,"Phlox gracilis",,
8384.00,2000.00,5.00,1.00,"Plantago erecta",,
8385.00,2000.00,5.00,1.00,"Sidalcea diploscypha",,
8386.00,2000.00,5.00,1.00,"Taeniatherum caput-medusae",,
8387.00,2000.00,5.00,1.00,"Zigadenus fremontii",,
8388.00,2000.00,5.00,1.00,"Ancistrocarphus filagineus",,
8389.00,2000.00,6.00,1.00,"Bromus hordeaceus",,
8390.00,2000.00,6.00,1.00,"Dichelostemma capitatum",,
8391.00,2000.00,6.00,1.00,"Eriogonum nudum",,
8392.00,2000.00,6.00,1.00,"Erodium cicutarium",,
8393.00,2000.00,6.00,1.00,"Hemizonia congesta",,
8394.00,2000.00,6.00,1.00,"Holocarpha virgata",,
8395.00,2000.00,6.00,1.00,"Lasthenia californica",,
8396.00,2000.00,6.00,1.00,"Navarretia jepsonii",,"orig rec. as n. pubescens"
8397.00,2000.00,6.00,1.00,"Phlox gracilis",,
8398.00,2000.00,6.00,1.00,"Plantago erecta",,
8399.00,2000.00,6.00,1.00,"Sidalcea diploscypha",,
8400.00,2000.00,6.00,1.00,"Vulpia myuros",,
8401.00,2000.00,6.00,1.00,"Minuartia douglasii",,
8402.00,2000.00,6.00,1.00,"Clarkia gracilis",,
8403.00,2000.00,7.00,1.00,"Bromus hordeaceus",,
8404.00,2000.00,7.00,1.00,"Calochortus luteus",,
8405.00,2000.00,7.00,1.00,"Athysanus pusillus",,
8406.00,2000.00,7.00,1.00,"Clarkia purpurea",,
8407.00,2000.00,7.00,1.00,"Dichelostemma capitatum",,
8408.00,2000.00,7.00,1.00,"Hemizonia congesta",,
8409.00,2000.00,7.00,1.00,"Holocarpha virgata",,
8410.00,2000.00,7.00,1.00,"Lasthenia californica",,
8411.00,2000.00,7.00,1.00,"Linanthus bicolor",,
8412.00,2000.00,7.00,1.00,"Lotus wrangelianus",,
8413.00,2000.00,7.00,1.00,"Nassella pulchra",,
8414.00,2000.00,7.00,1.00,"Plantago erecta",,
8415.00,2000.00,7.00,1.00,"Poa secunda",,
8416.00,2000.00,7.00,1.00,"Sidalcea diploscypha",,
8417.00,2000.00,7.00,1.00,"Trifolium albopurpureum",,
8418.00,2000.00,7.00,1.00,"Zigadenus fremontii",,
8419.00,2000.00,7.00,1.00,"Trifolium gracilentum",,
8420.00,2000.00,7.00,1.00,"Aegilops triuncialis",,
8421.00,2000.00,8.00,1.00,"Bromus hordeaceus",,
8422.00,2000.00,8.00,1.00,"Euphorbia crenulata",,
8423.00,2000.00,8.00,1.00,"Grindelia camporum",,
8424.00,2000.00,8.00,1.00,"Linanthus bicolor",,
8425.00,2000.00,8.00,1.00,"Lotus wrangelianus",,
8426.00,2000.00,8.00,1.00,"Ranunculus occidentalis",,
8427.00,2000.00,8.00,1.00,"Taeniatherum caput-medusae",,
8428.00,2000.00,8.00,1.00,"Trifolium fucatum",,
8429.00,2000.00,8.00,1.00,"Trifolium willdenovii",,
8430.00,2000.00,8.00,1.00,"Zigadenus fremontii",,
8431.00,2000.00,8.00,1.00,"Castilleja rubicundula",,
8432.00,2000.00,8.00,1.00,"Lolium multiflorum",,
8433.00,2000.00,9.00,1.00,"Bromus hordeaceus",,
8434.00,2000.00,9.00,1.00,"Euphorbia crenulata",,
8435.00,2000.00,9.00,1.00,"Hemizonia congesta",,
8436.00,2000.00,9.00,1.00,"Ranunculus occidentalis",,
8437.00,2000.00,9.00,1.00,"Trifolium fucatum",,
8438.00,2000.00,9.00,1.00,"Carex sp.",,
8439.00,2000.00,9.00,1.00,"Lolium multiflorum",,"orig. rec. as l. perenne"
8440.00,2000.00,9.00,1.00,"Polypogon monspeliensis",,
8441.00,2000.00,10.00,1.00,"Avena barbata",,
8442.00,2000.00,10.00,1.00,"Bromus hordeaceus",,
8443.00,2000.00,10.00,1.00,"Calochortus luteus",,
8444.00,2000.00,10.00,1.00,"Calochortus superbus",,
8445.00,2000.00,10.00,1.00,"Delphinium variegatum",,
8446.00,2000.00,10.00,1.00,"Dichelostemma capitatum",,
8447.00,2000.00,10.00,1.00,"Gilia tricolor",,
8448.00,2000.00,10.00,1.00,"Grindelia camporum",,
8449.00,2000.00,10.00,1.00,"Holocarpha virgata",,
8450.00,2000.00,10.00,1.00,"Linanthus bicolor",,
8451.00,2000.00,10.00,1.00,"Lotus wrangelianus",,
8452.00,2000.00,10.00,1.00,"Micropus californicus",,
8453.00,2000.00,10.00,1.00,"Navarretia pubescens",,
8454.00,2000.00,10.00,1.00,"Plantago erecta",,
8455.00,2000.00,10.00,1.00,"Poa secunda",,
8456.00,2000.00,10.00,1.00,"Ranunculus occidentalis",,
8457.00,2000.00,10.00,1.00,"Viola douglasii",,
8458.00,2000.00,10.00,1.00,"Vulpia microstachys",,
8459.00,2000.00,10.00,1.00,"Castilleja attenuata",,
8460.00,2000.00,11.00,1.00,"Agoseris heterophylla",,
8461.00,2000.00,11.00,1.00,"Bromus hordeaceus",,
8462.00,2000.00,11.00,1.00,"Calochortus luteus",,
8463.00,2000.00,11.00,1.00,"Athysanus pusillus",,
8464.00,2000.00,11.00,1.00,"Clarkia purpurea",,
8465.00,2000.00,11.00,1.00,"Grindelia camporum",,
8466.00,2000.00,11.00,1.00,"Holocarpha virgata",,
8467.00,2000.00,11.00,1.00,"Lactuca serriola",,
8468.00,2000.00,11.00,1.00,"Linanthus bicolor",,
8469.00,2000.00,11.00,1.00,"Lotus wrangelianus",,
8470.00,2000.00,11.00,1.00,"Lupinus bicolor",,
8471.00,2000.00,11.00,1.00,"Nassella pulchra",,
8472.00,2000.00,11.00,1.00,"Poa secunda",,
8473.00,2000.00,11.00,1.00,"Rigiopappus leptocladus",,
8474.00,2000.00,11.00,1.00,"Cerastium glomeratum",,"orig called. Stel med"
8475.00,2000.00,11.00,1.00,"Trifolium albopurpureum",,
8476.00,2000.00,11.00,1.00,"Vicia villosa",,
8477.00,2000.00,11.00,1.00,"Vulpia myuros",,
8478.00,2000.00,11.00,1.00,"Trifolium gracilentum",,
8479.00,2000.00,11.00,1.00,"Lasthenia californica",,"orig rec as las chry"
8480.00,2000.00,11.00,1.00,"Lolium multiflorum",,"orig rec as l. perenne"
8481.00,2000.00,12.00,1.00,"Bromus hordeaceus",,
8482.00,2000.00,12.00,1.00,"Calochortus luteus",,
8483.00,2000.00,12.00,1.00,"Delphinium variegatum",,
8484.00,2000.00,12.00,1.00,"Dichelostemma capitatum",,
8485.00,2000.00,12.00,1.00,"Eremocarpus setigerus",,
8486.00,2000.00,12.00,1.00,"Gastridium ventricosum",,
8487.00,2000.00,12.00,1.00,"Holocarpha virgata",,
8488.00,2000.00,12.00,1.00,"Lasthenia californica",,
8489.00,2000.00,12.00,1.00,"Lotus wrangelianus",,
8490.00,2000.00,12.00,1.00,"Micropus californicus",,
8491.00,2000.00,12.00,1.00,"Navarretia pubescens",,
8492.00,2000.00,12.00,1.00,"Ranunculus occidentalis",,
8493.00,2000.00,12.00,1.00,"Rigiopappus leptocladus",,
8494.00,2000.00,12.00,1.00,"Sidalcea diploscypha",,
8495.00,2000.00,12.00,1.00,"Taeniatherum caput-medusae",,
8496.00,2000.00,12.00,1.00,"Trifolium albopurpureum",,
8497.00,2000.00,13.00,1.00,"Agoseris heterophylla",,
8498.00,2000.00,13.00,1.00,"Calandrinia ciliata",,
8499.00,2000.00,13.00,1.00,"Clarkia purpurea",,
8500.00,2000.00,13.00,1.00,"Eremocarpus setigerus",,
8501.00,2000.00,13.00,1.00,"Hemizonia congesta",,
8502.00,2000.00,13.00,1.00,"Lagophylla minor",,
8503.00,2000.00,13.00,1.00,"Lepidium nitidum",,
8504.00,2000.00,13.00,1.00,"Lotus humistratus",,
8505.00,2000.00,13.00,1.00,"Microseris douglasii",,
8506.00,2000.00,13.00,1.00,"Plantago erecta",,
8507.00,2000.00,13.00,1.00,"Sidalcea diploscypha",,
8508.00,2000.00,13.00,1.00,"Trifolium albopurpureum",,
8509.00,2000.00,13.00,1.00,"Viola douglasii",,
8510.00,2000.00,13.00,1.00,"Vulpia microstachys",,
8511.00,2000.00,13.00,1.00,"Ancistrocarphus filagineus",,
8512.00,2000.00,13.00,1.00,"Clarkia gracilis",,
8513.00,2000.00,14.00,1.00,"Agoseris heterophylla",,
8514.00,2000.00,14.00,1.00,"Astragalus breweri",,
8515.00,2000.00,14.00,1.00,"Clarkia purpurea",,
8516.00,2000.00,14.00,1.00,"Collinsia sparsiflora",,
8517.00,2000.00,14.00,1.00,"Dichelostemma capitatum",,
8518.00,2000.00,14.00,1.00,"Epilobium brachycarpum",,
8519.00,2000.00,14.00,1.00,"Eriogonum nudum",,
8520.00,2000.00,14.00,1.00,"Lasthenia californica",,
8521.00,2000.00,14.00,1.00,"Lepidium nitidum",,
8522.00,2000.00,14.00,1.00,"Linanthus bicolor",,
8523.00,2000.00,14.00,1.00,"Lomatium marginatum",,
8524.00,2000.00,14.00,1.00,"Lotus wrangelianus",,
8525.00,2000.00,14.00,1.00,"Lupinus bicolor",,
8526.00,2000.00,14.00,1.00,"Micropus californicus",,
8527.00,2000.00,14.00,1.00,"Navarretia jepsonii",,"orig rec. as pubescens"
8528.00,2000.00,14.00,1.00,"Plantago erecta",,
8529.00,2000.00,14.00,1.00,"Poa secunda",,
8530.00,2000.00,14.00,1.00,"Sisyrinchium bellum",,
8531.00,2000.00,14.00,1.00,"Taeniatherum caput-medusae",,
8532.00,2000.00,14.00,1.00,"Trifolium bifidum",,
8533.00,2000.00,14.00,1.00,"Vulpia microstachys",,
8534.00,2000.00,14.00,1.00,"Castilleja attenuata",,
8535.00,2000.00,14.00,1.00,"Agoseris grandiflora",,
8536.00,2000.00,14.00,1.00,"Ancistrocarphus filagineus",,
8537.00,2000.00,14.00,1.00,"Lolium multiflorum",,"orig rec. as l. perenne"
8538.00,2000.00,15.00,1.00,"Bromus hordeaceus",,
8539.00,2000.00,15.00,1.00,"Chlorogalum pomeridianum",,
8540.00,2000.00,15.00,1.00,"Dichelostemma capitatum",,
8541.00,2000.00,15.00,1.00,"Eremocarpus setigerus",,
8542.00,2000.00,15.00,1.00,"Grindelia camporum",,
8543.00,2000.00,15.00,1.00,"Lasthenia californica",,
8544.00,2000.00,15.00,1.00,"Lupinus bicolor",,
8545.00,2000.00,15.00,1.00,"Poa secunda",,
8546.00,2000.00,15.00,1.00,"Ranunculus occidentalis",,
8547.00,2000.00,15.00,1.00,"Cerastium glomeratum",,"orig called. Stel med"
8548.00,2000.00,15.00,1.00,"Taeniatherum caput-medusae",,
8549.00,2000.00,15.00,1.00,"Castilleja rubicundula",,
8550.00,2000.00,16.00,1.00,"Achyrachaena mollis",,
8551.00,2000.00,16.00,1.00,"Agoseris heterophylla",,
8552.00,2000.00,16.00,1.00,"Avena barbata",,"orig called ave fat"
8553.00,2000.00,16.00,1.00,"Bromus hordeaceus",,
8554.00,2000.00,16.00,1.00,"Bromus madritensis",,
8555.00,2000.00,16.00,1.00,"Eremocarpus setigerus",,
8556.00,2000.00,16.00,1.00,"Hemizonia congesta",,
8557.00,2000.00,16.00,1.00,"Hordeum marinum",,
8558.00,2000.00,16.00,1.00,"Layia platyglossa",,
8559.00,2000.00,16.00,1.00,"Lotus wrangelianus",,
8560.00,2000.00,16.00,1.00,"Microseris douglasii",,
8561.00,2000.00,16.00,1.00,"Plantago erecta",,
8562.00,2000.00,16.00,1.00,"Poa secunda",,
8563.00,2000.00,16.00,1.00,"Sidalcea diploscypha",,
8564.00,2000.00,16.00,1.00,"Trifolium bifidum",,
8565.00,2000.00,16.00,1.00,"Vulpia microstachys",,
8566.00,2000.00,16.00,1.00,"Zigadenus fremontii",,
8567.00,2000.00,16.00,1.00,"Agoseris grandiflora",,
8568.00,2000.00,16.00,1.00,"Ancistrocarphus filagineus",,
8569.00,2000.00,17.00,1.00,"Bromus hordeaceus",,
8570.00,2000.00,17.00,1.00,"Bromus madritensis",,
8571.00,2000.00,17.00,1.00,"Castilleja densiflora",,
8572.00,2000.00,17.00,1.00,"Erodium cicutarium",,
8573.00,2000.00,17.00,1.00,"Holocarpha virgata",,
8574.00,2000.00,17.00,1.00,"Medicago polymorpha",,
8575.00,2000.00,17.00,1.00,"Nassella pulchra",,
8576.00,2000.00,17.00,1.00,"Navarretia pubescens",,
8577.00,2000.00,17.00,1.00,"Vulpia myuros",,"orig rec as v. bromoides"
8578.00,2000.00,17.00,1.00,"Cerastium glomeratum",,
8579.00,2000.00,18.00,1.00,"Avena barbata",,
8580.00,2000.00,18.00,1.00,"Bromus hordeaceus",,
8581.00,2000.00,18.00,1.00,"Bromus madritensis",,
8582.00,2000.00,18.00,1.00,"Dichelostemma capitatum",,
8583.00,2000.00,18.00,1.00,"Holocarpha virgata",,
8584.00,2000.00,18.00,1.00,"Lotus wrangelianus",,
8585.00,2000.00,18.00,1.00,"Plantago erecta",,
8586.00,2000.00,18.00,1.00,"Vulpia microstachys",,
8587.00,2000.00,19.00,1.00,"Agoseris heterophylla",,
8588.00,2000.00,19.00,1.00,"Bromus hordeaceus",,
8589.00,2000.00,19.00,1.00,"Calochortus luteus",,
8590.00,2000.00,19.00,1.00,"Chlorogalum pomeridianum",,
8591.00,2000.00,19.00,1.00,"Claytonia parviflora",,
8592.00,2000.00,19.00,1.00,"Collinsia sparsiflora",,
8593.00,2000.00,19.00,1.00,"Epilobium brachycarpum",,
8594.00,2000.00,19.00,1.00,"Euphorbia crenulata",,
8595.00,2000.00,19.00,1.00,"Hemizonia congesta",,
8596.00,2000.00,19.00,1.00,"Hordeum marinum",,
8597.00,2000.00,19.00,1.00,"Lasthenia californica",,
8598.00,2000.00,19.00,1.00,"Lupinus microcarpus",,
8599.00,2000.00,19.00,1.00,"Nassella pulchra",,
8600.00,2000.00,19.00,1.00,"Trifolium albopurpureum",,
8601.00,2000.00,19.00,1.00,"Trifolium bifidum",,
8602.00,2000.00,19.00,1.00,"Triteleia laxa",,
8603.00,2000.00,19.00,1.00,"Bromus carinatus",,
8604.00,2000.00,19.00,1.00,"Lolium multiflorum",,"orig rec. as l. perenne"
8605.00,2000.00,20.00,1.00,"Athysanus pusillus",,
8606.00,2000.00,20.00,1.00,"Chlorogalum pomeridianum",,
8607.00,2000.00,20.00,1.00,"Collinsia sparsiflora",,
8608.00,2000.00,20.00,1.00,"Euphorbia crenulata",,
8609.00,2000.00,20.00,1.00,"Hemizonia congesta",,
8610.00,2000.00,20.00,1.00,"Hordeum marinum",,
8611.00,2000.00,20.00,1.00,"Lactuca serriola",,
8612.00,2000.00,20.00,1.00,"Trifolium bifidum",,
8613.00,2000.00,20.00,1.00,"Trifolium fucatum",,
8614.00,2000.00,20.00,1.00,"Zigadenus fremontii",,
8615.00,2000.00,20.00,1.00,"Perideridia kelloggii",,
8616.00,2000.00,21.00,1.00,"Agoseris heterophylla",,
8617.00,2000.00,21.00,1.00,"Bromus hordeaceus",,
8618.00,2000.00,21.00,1.00,"Dichelostemma capitatum",,
8619.00,2000.00,21.00,1.00,"Hemizonia congesta",,
8620.00,2000.00,21.00,1.00,"Holocarpha virgata",,
8621.00,2000.00,21.00,1.00,"Lotus wrangelianus",,
8622.00,2000.00,21.00,1.00,"Nassella pulchra",,
8623.00,2000.00,21.00,1.00,"Plantago erecta",,
8624.00,2000.00,21.00,1.00,"Poa secunda",,
8625.00,2000.00,21.00,1.00,"Sidalcea diploscypha",,
8626.00,2000.00,21.00,1.00,"Trifolium bifidum",,
8627.00,2000.00,21.00,1.00,"Lasthenia californica",,"orig rec as las chrysantha"
8628.00,2000.00,22.00,1.00,"Agoseris heterophylla",,
8629.00,2000.00,22.00,1.00,"Avena barbata",,"orig rec. as ave fatua"
8630.00,2000.00,22.00,1.00,"Bromus hordeaceus",,
8631.00,2000.00,22.00,1.00,"Calochortus superbus",,
8632.00,2000.00,22.00,1.00,"Clarkia purpurea",,
8633.00,2000.00,22.00,1.00,"Collinsia sparsiflora",,
8634.00,2000.00,22.00,1.00,"Delphinium hesperium",,"orig rec. as d. variegatum"
8635.00,2000.00,22.00,1.00,"Euphorbia crenulata",,
8636.00,2000.00,22.00,1.00,"Gastridium ventricosum",,
8637.00,2000.00,22.00,1.00,"Hemizonia congesta",,
8638.00,2000.00,22.00,1.00,"Lepidium nitidum",,
8639.00,2000.00,22.00,1.00,"Lotus wrangelianus",,
8640.00,2000.00,22.00,1.00,"Lupinus bicolor",,
8641.00,2000.00,22.00,1.00,"Poa secunda",,
8642.00,2000.00,22.00,1.00,"Trifolium bifidum",,
8643.00,2000.00,22.00,1.00,"Vulpia microstachys",,
8644.00,2000.00,22.00,1.00,"Vulpia myuros",,
8645.00,2000.00,22.00,1.00,"Wyethia glabra",,
8646.00,2000.00,22.00,1.00,"Trifolium gracilentum",,
8647.00,2000.00,22.00,1.00,"Cerastium glomeratum",,
8648.00,2000.00,22.00,1.00,"Agoseris grandiflora",,
8649.00,2000.00,22.00,1.00,"Amsinckia menziesii",,"orig rec. as A. grandiflora"
8650.00,2000.00,22.00,1.00,"Lolium multiflorum",,"orig rec as l. perenne"
8651.00,2000.00,23.00,1.00,"Bromus hordeaceus",,
8652.00,2000.00,23.00,1.00,"Calochortus superbus",,
8653.00,2000.00,23.00,1.00,"Collinsia sparsiflora",,
8654.00,2000.00,23.00,1.00,"Hemizonia congesta",,
8655.00,2000.00,23.00,1.00,"Lotus wrangelianus",,
8656.00,2000.00,23.00,1.00,"Lupinus bicolor",,
8657.00,2000.00,23.00,1.00,"Trifolium bifidum",,
8658.00,2000.00,23.00,1.00,"Trifolium fucatum",,
8659.00,2000.00,23.00,1.00,"Vulpia microstachys",,
8660.00,2000.00,23.00,1.00,"Brodiaea elegans",,
8661.00,2000.00,23.00,1.00,"Trifolium gracilentum",,
8662.00,2000.00,23.00,1.00,"Cerastium glomeratum",,
8663.00,2000.00,23.00,1.00,"Agoseris grandiflora",,
8664.00,2000.00,23.00,1.00,"Amsinckia menziesii",,"orig rec. as A. grandiflora"
8665.00,2000.00,23.00,1.00,"Melica californica",,"orig rec. as mel. Imperfecta"
8666.00,2000.00,24.00,1.00,"Bromus hordeaceus",,
8667.00,2000.00,24.00,1.00,"Athysanus pusillus",,
8668.00,2000.00,24.00,1.00,"Collinsia sparsiflora",,
8669.00,2000.00,24.00,1.00,"Lupinus bicolor",,
8670.00,2000.00,24.00,1.00,"Trifolium fucatum",,
8671.00,2000.00,24.00,1.00,"Zigadenus fremontii",,
8672.00,2000.00,24.00,1.00,"Perideridia kelloggii",,
8673.00,2000.00,24.00,1.00,"Amsinckia menziesii",,"orig rec. as A. grandiflora"
8674.00,2000.00,25.00,1.00,"Allium serra",,
8675.00,2000.00,25.00,1.00,"Avena fatua",,
8676.00,2000.00,25.00,1.00,"Bromus diandrus",,
8677.00,2000.00,25.00,1.00,"Bromus hordeaceus",,
8678.00,2000.00,25.00,1.00,"Bromus madritensis",,
8679.00,2000.00,25.00,1.00,"Clarkia purpurea",,
8680.00,2000.00,25.00,1.00,"Claytonia exigua",,
8681.00,2000.00,25.00,1.00,"Collinsia heterophylla",,
8682.00,2000.00,25.00,1.00,"Dodecatheon hendersonii",,
8683.00,2000.00,25.00,1.00,"Geranium molle",,
8684.00,2000.00,25.00,1.00,"Navarretia pubescens",,
8685.00,2000.00,25.00,1.00,"Ranunculus occidentalis",,
8686.00,2000.00,25.00,1.00,"Rigiopappus leptocladus",,
8687.00,2000.00,25.00,1.00,"Senecio vulgaris",,
8688.00,2000.00,25.00,1.00,"Triteleia laxa",,
8689.00,2000.00,25.00,1.00,"Vulpia microstachys",,
8690.00,2000.00,25.00,1.00,"Vulpia myuros",,
8691.00,2000.00,25.00,1.00,"Galium aparine",,
8692.00,2000.00,26.00,1.00,"Agoseris heterophylla",,
8693.00,2000.00,26.00,1.00,"Bromus hordeaceus",,
8694.00,2000.00,26.00,1.00,"Bromus madritensis",,
8695.00,2000.00,26.00,1.00,"Dichelostemma capitatum",,
8696.00,2000.00,26.00,1.00,"Hemizonia congesta",,
8697.00,2000.00,26.00,1.00,"Holocarpha virgata",,
8698.00,2000.00,26.00,1.00,"Lasthenia californica",,
8699.00,2000.00,26.00,1.00,"Linanthus bicolor",,
8700.00,2000.00,26.00,1.00,"Lotus wrangelianus",,
8701.00,2000.00,26.00,1.00,"Microseris douglasii",,
8702.00,2000.00,26.00,1.00,"Plagiobothrys nothofulvus",,
8703.00,2000.00,26.00,1.00,"Vulpia microstachys",,
8704.00,2000.00,26.00,1.00,"Brodiaea elegans",,
8705.00,2000.00,26.00,1.00,"Castilleja attenuata",,
8706.00,2000.00,26.00,1.00,"Centaurium trichanthum",,
8707.00,2000.00,27.00,1.00,"Agoseris heterophylla",,
8708.00,2000.00,27.00,1.00,"Bromus hordeaceus",,
8709.00,2000.00,27.00,1.00,"Bromus madritensis",,
8710.00,2000.00,27.00,1.00,"Athysanus pusillus",,
8711.00,2000.00,27.00,1.00,"Dichelostemma capitatum",,
8712.00,2000.00,27.00,1.00,"Gastridium ventricosum",,
8713.00,2000.00,27.00,1.00,"Githopsis specularioides",,
8714.00,2000.00,27.00,1.00,"Hemizonia congesta",,
8715.00,2000.00,27.00,1.00,"Holocarpha virgata",,
8716.00,2000.00,27.00,1.00,"Lotus humistratus",,
8717.00,2000.00,27.00,1.00,"Micropus californicus",,
8718.00,2000.00,27.00,1.00,"Microseris douglasii",,
8719.00,2000.00,27.00,1.00,"Plantago erecta",,
8720.00,2000.00,27.00,1.00,"Rigiopappus leptocladus",,
8721.00,2000.00,27.00,1.00,"Vulpia microstachys",,
8722.00,2000.00,27.00,1.00,"Lasthenia californica",,"orig rec. as las chrysantha"
8723.00,2000.00,27.00,1.00,"Lessingia ramulosa",,
8724.00,2000.00,27.00,1.00,"Mimulus androsaceus",,
8725.00,2000.00,28.00,1.00,"Agoseris heterophylla",,
8726.00,2000.00,28.00,1.00,"Bromus hordeaceus",,
8727.00,2000.00,28.00,1.00,"Bromus madritensis",,
8728.00,2000.00,28.00,1.00,"Dichelostemma capitatum",,
8729.00,2000.00,28.00,1.00,"Githopsis specularioides",,
8730.00,2000.00,28.00,1.00,"Hemizonia congesta",,
8731.00,2000.00,28.00,1.00,"Holocarpha virgata",,
8732.00,2000.00,28.00,1.00,"Lagophylla minor",,
8733.00,2000.00,28.00,1.00,"Lasthenia californica",,
8734.00,2000.00,28.00,1.00,"Lotus humistratus",,
8735.00,2000.00,28.00,1.00,"Lotus wrangelianus",,
8736.00,2000.00,28.00,1.00,"Micropus californicus",,
8737.00,2000.00,28.00,1.00,"Plantago erecta",,
8738.00,2000.00,28.00,1.00,"Rigiopappus leptocladus",,
8739.00,2000.00,28.00,1.00,"Trifolium albopurpureum",,
8740.00,2000.00,28.00,1.00,"Vulpia microstachys",,
8741.00,2000.00,28.00,1.00,"Zigadenus fremontii",,
8742.00,2000.00,28.00,1.00,"Hesperolinon micranthum",,
8743.00,2000.00,28.00,1.00,"Castilleja attenuata",,
8744.00,2000.00,28.00,1.00,"Hesperevax sparsiflora",,
8745.00,2000.00,28.00,1.00,"Lessingia ramulosa",,
8746.00,2000.00,28.00,1.00,"Mimulus androsaceus",,
8747.00,2000.00,29.00,1.00,"Astragalus gambelianus",,
