ID,Year,Site,Quadrat,Species_Name,Cover,Notes
8414,2000,7,1,Plantago erecta,,
8415,2000,7,1,Poa secunda,,
8416,2000,7,1,Sidalcea diploscypha,,
8417,2000,7,1,Trifolium albopurpureum,,
8418,2000,7,1,Zigadenus fremontii,,
8419,2000,7,1,Trifolium gracilentum,,
8420,2000,7,1,Aegilops triuncialis,,
9563,2000,7,2,Agoseris heterophylla,,
9564,2000,7,2,Bromus hordeaceus,,
9565,2000,7,2,Athysanus pusillus,,
9566,2000,7,2,Collinsia sparsiflora,,
9567,2000,7,2,Dichelostemma capitatum,,
9568,2000,7,2,Hemizonia congesta,,
9569,2000,7,2,Holocarpha virgata,,
9570,2000,7,2,Lasthenia californica,,
9571,2000,7,2,Linanthus bicolor,,
9572,2000,7,2,Lotus wrangelianus,,
9573,2000,7,2,Lupinus bicolor,,
9574,2000,7,2,Micropus californicus,,
9575,2000,7,2,Nassella pulchra,,
9576,2000,7,2,Plantago erecta,,
9577,2000,7,2,Sidalcea diploscypha,,
9578,2000,7,2,Vulpia microstachys,,
9579,2000,7,2,Trifolium gracilentum,,
9580,2000,7,2,Aegilops triuncialis,,
9581,2000,7,2,Lolium multiflorum,,orig rec. as l.perenne
10633,2000,7,3,Agoseris heterophylla,,
10634,2000,7,3,Bromus hordeaceus,,
10635,2000,7,3,Dichelostemma capitatum,,
10636,2000,7,3,Eremocarpus setigerus,,
10637,2000,7,3,Lasthenia californica,,
10638,2000,7,3,Lotus wrangelianus,,
10639,2000,7,3,Nassella pulchra,,
10640,2000,7,3,Plantago erecta,,
10641,2000,7,3,Poa secunda,,
10642,2000,7,3,Rigiopappus leptocladus,,
10643,2000,7,3,Sidalcea diploscypha,,
10644,2000,7,3,Zigadenus fremontii,,
10645,2000,7,3,Trifolium gracilentum,,
10646,2000,7,3,Lolium multiflorum,,orig rec. as l.perenne
11741,2000,7,4,Agoseris heterophylla,,
11742,2000,7,4,Astragalus gambelianus,,
11743,2000,7,4,Bromus hordeaceus,,
11744,2000,7,4,Athysanus pusillus,,
11745,2000,7,4,Clarkia purpurea,,
11746,2000,7,4,Dichelostemma capitatum,,
11747,2000,7,4,Lasthenia californica,,
11748,2000,7,4,Linanthus bicolor,,
11749,2000,7,4,Lotus wrangelianus,,
11750,2000,7,4,Micropus californicus,,
11751,2000,7,4,Navarretia jepsonii,,orig rec. as n. pubescens
11752,2000,7,4,Plantago erecta,,
11753,2000,7,4,Sidalcea diploscypha,,
11754,2000,7,4,Taeniatherum caput-medusae,,
11755,2000,7,4,Vulpia microstachys,,
11756,2000,7,4,Zigadenus fremontii,,
11757,2000,7,4,Trifolium gracilentum,,
11758,2000,7,4,Lolium multiflorum,,orig rec. as l.perenne
12781,2000,7,5,Achyrachaena mollis,,
12782,2000,7,5,Agoseris heterophylla,,
12783,2000,7,5,Bromus hordeaceus,,
12784,2000,7,5,Athysanus pusillus,,
12785,2000,7,5,Collinsia sparsiflora,,
12786,2000,7,5,Euphorbia crenulata,,
12787,2000,7,5,Hemizonia congesta,,
12788,2000,7,5,Holocarpha virgata,,
12789,2000,7,5,Lasthenia californica,,
12790,2000,7,5,Lomatium dasycarpum,,
12791,2000,7,5,Plantago erecta,,
12792,2000,7,5,Poa secunda,,
12793,2000,7,5,Vulpia microstachys,,
12794,2000,7,5,Zigadenus fremontii,,
12795,2000,7,5,Trifolium gracilentum,,
8421,2000,8,1,Bromus hordeaceus,,
8422,2000,8,1,Euphorbia crenulata,,
8423,2000,8,1,Grindelia camporum,,
8424,2000,8,1,Linanthus bicolor,,
8425,2000,8,1,Lotus wrangelianus,,
8426,2000,8,1,Ranunculus occidentalis,,
8427,2000,8,1,Taeniatherum caput-medusae,,
8428,2000,8,1,Trifolium fucatum,,
8429,2000,8,1,Trifolium willdenovii,,
8430,2000,8,1,Zigadenus fremontii,,
8431,2000,8,1,Castilleja rubicundula,,
8432,2000,8,1,Lolium multiflorum,,
9582,2000,8,2,Bromus hordeaceus,,
9583,2000,8,2,Grindelia camporum,,
9584,2000,8,2,Lasthenia californica,,
9585,2000,8,2,Linanthus bicolor,,
9586,2000,8,2,Lupinus bicolor,,
9587,2000,8,2,Sidalcea diploscypha,,
9588,2000,8,2,Taeniatherum caput-medusae,,
9589,2000,8,2,Trifolium fucatum,,
9590,2000,8,2,Zigadenus fremontii,,
9591,2000,8,2,Perideridia kelloggii,,
9592,2000,8,2,Castilleja rubicundula,,
10647,2000,8,3,Astragalus breweri,,
10648,2000,8,3,Bromus hordeaceus,,
10649,2000,8,3,Calochortus luteus,,
10650,2000,8,3,Clarkia purpurea,,
10651,2000,8,3,Holocarpha virgata,,
10652,2000,8,3,Lepidium nitidum,,
10653,2000,8,3,Lupinus bicolor,,
10654,2000,8,3,Micropus californicus,,
10655,2000,8,3,Plantago erecta,,
10656,2000,8,3,Sidalcea diploscypha,,
10657,2000,8,3,Taeniatherum caput-medusae,,
10658,2000,8,3,Thysanocarpus curvipes,,
10659,2000,8,3,Vulpia microstachys,,
10660,2000,8,3,Zigadenus fremontii,,
10661,2000,8,3,Trifolium gracilentum,,
11759,2000,8,4,Agoseris heterophylla,,
11760,2000,8,4,Bromus hordeaceus,,
11761,2000,8,4,Clarkia purpurea,,
11762,2000,8,4,Delphinium variegatum,,
11763,2000,8,4,Erodium cicutarium,,
11764,2000,8,4,Holocarpha virgata,,
11765,2000,8,4,Lasthenia californica,,
11766,2000,8,4,Lupinus bicolor,,
11767,2000,8,4,Micropus californicus,,
11768,2000,8,4,Navarretia pubescens,,
11769,2000,8,4,Poa secunda,,
11770,2000,8,4,Taeniatherum caput-medusae,,
11771,2000,8,4,Trifolium willdenovii,,
11772,2000,8,4,Triphysaria eriantha,,orig rec. as t. versicolor
11773,2000,8,4,Castilleja attenuata,,
11774,2000,8,4,Lolium multiflorum,,
12796,2000,8,5,Eremocarpus setigerus,,
12797,2000,8,5,Hemizonia congesta,,
12798,2000,8,5,Holocarpha virgata,,
12799,2000,8,5,Lepidium nitidum,,
12800,2000,8,5,Lupinus bicolor,,
12801,2000,8,5,Poa secunda,,
12802,2000,8,5,Taeniatherum caput-medusae,,
12803,2000,8,5,Thysanocarpus curvipes,,
12804,2000,8,5,Trifolium fucatum,,
12805,2000,8,5,Trifolium willdenovii,,
12806,2000,8,5,Triphysaria eriantha,,orig rec. as t. versicolor
12807,2000,8,5,Zigadenus fremontii,,
12808,2000,8,5,Trifolium gracilentum,,
8433,2000,9,1,Bromus hordeaceus,,
8434,2000,9,1,Euphorbia crenulata,,
8435,2000,9,1,Hemizonia congesta,,
8436,2000,9,1,Ranunculus occidentalis,,
8437,2000,9,1,Trifolium fucatum,,
8438,2000,9,1,Carex sp.,,
8439,2000,9,1,Lolium multiflorum,,orig. rec. as l. perenne
8440,2000,9,1,Polypogon monspeliensis,,
9593,2000,9,2,Bromus hordeaceus,,
9594,2000,9,2,Euphorbia crenulata,,
9595,2000,9,2,Hemizonia congesta,,
9596,2000,9,2,Hordeum marinum,,
9597,2000,9,2,Ranunculus occidentalis,,
9598,2000,9,2,Trifolium fucatum,,
9599,2000,9,2,Carex sp.,,
9600,2000,9,2,Lolium multiflorum,,orig. rec. as l. perenne
9601,2000,9,2,Trifolium variegatum,,varwilcil
10662,2000,9,3,Agoseris heterophylla,,
10663,2000,9,3,Bromus hordeaceus,,
10664,2000,9,3,Dichelostemma capitatum,,
10665,2000,9,3,Hemizonia congesta,,
10666,2000,9,3,Trifolium fucatum,,
10667,2000,9,3,Brodiaea elegans,,
10668,2000,9,3,Castilleja rubicundula,,
11775,2000,9,4,Agoseris heterophylla,,
11776,2000,9,4,Bromus hordeaceus,,
11777,2000,9,4,Clarkia purpurea,,
11778,2000,9,4,Dichelostemma capitatum,,
