Site,Spp,1,2,3,4,5,Notes
3,Centaurea solstitialis,,,,,0.1,
3,Chlorogalum pomeridianum,2.0,,,,0.5,
3,Chorizanthe membranacea,,,,,,
3,Clarkia gracilis,0.2,0.1,0.9,,,
3,Collinsia sparsiflora,,,,,,
3,Cuscuta californica,,,,,,
3,Delphinium variegatum,,,,,,
3,Dichelostemma capitatum,0.1,,0.5,0.6,,
3,Epilobium brachycarpum,,,,,,
3,Eremocarpus setigerus,,,,,0.1,
3,Eriogonum nudum,,,,,,
3,Eriogonum vimineum,1.8,0.3,0.2,0.1,,
3,Erodium cicutarium,,,,,,
3,Euphorbia crenulata,,,,,0.1,
3,Filago gallica,,,,,,
3,Gilia tricolor,3.0,,0.1,,,
3,Grindelia camporum,,,,,0.1,
3,Hemizonia congesta,,0.1,3.8,,0.3,
3,Holocarpha virgata,3.3,5.0,,,,
3,Hypochaeris radicata,,,,,,
3,Lactuca serriola,,0.3,1.5,,,
3,Lagophylla minor,,,,,,
3,Lasthenia californica,,6.0,9.0,,,
3,Lepidium nitidum,,,,,,
3,Lolium multiflorum,,,,,0.6,
3,Lotus humistratus,1.8,,,,,
3,Lotus Purshianus,,,,,,
3,Lotus wrangelianus,,,3.0,,0.1,
3,Lupinus bicolor,,,,,,
3,Lupinus succulentus,,,,,,
3,Melilotus indica,,,,,,
3,Micropus californicus,0.6,3.0,1.3,0.2,,
3,Microseris douglasii,,0.5,0.5,,,
3,Nassella pulchra,,,50.0,,2.0,
3,Plantago erecta,31.0,1.0,0.2,0.2,,
3,Rigiopappus leptocladus,,,0.1,,,
3,Sidalcea diploscypha,,,1.0,,,
3,Sisyrinchium bellum,,,,,0.2,
3,Sonchus oleraceus,,,,,,
3,Streptanthus breweri,,,,,,
3,Taeniatherum caput-medusae,,,,0.2,0.1,
3,Thysanocarpus curvipes,,,,,,
3,Torilis arvensis,,,,,,
3,Trifolium albopurpureum,,,,,,
3,Trifolium fucatum,,,,,,
3,Trifolium gracilentum,,,,,,
3,Trifolium hirtum,,,0.5,0.2,,
3,Uropappus lindleyi,,,,,,
3,Vulpia microstachys,0.4,0.2,,,,
3,Vulpia myuros,,,,,,
3,Hypochaeris glabra,,,1.0,,,
3,Mimulus douglasii,0.3,,,0.3,,
3,Ranunculus occidentalis,,,,,0.1,
3,Lactuca saligna,,,0.1,,0.2,
NOTES:,,,,,,,
4,Achyrachaena mollis,,,,,,
4,Aegilops triuncialis,,,,13.0,,
4,Agoseris heterophylla,,,,,,
4,Ancistrocarphus filagineus,,,,,,
4,Astragalus gambelianus,,,,,,
4,Athysanus pusillus,,,,,,
4,Avena barbata,,0.3,0.5,22.0,25.0,
4,Avena fatua,,,,,,
4,Bromus hordeaceus,2.0,0.2,0.1,2.0,0.1,
4,Bromus madritensis,,,,,,
4,Calochortus luteus,,,,,,
4,Calycadenia pauciflora,1.0,2.0,4.5,,,
4,Camissonia graciliflora,,,,,,
4,Centaurea solstitialis,,,,,,
4,Chlorogalum pomeridianum,0.8,1.5,,,6.0,
4,Chorizanthe membranacea,,,,,,
4,Clarkia purpurea,,,,,,
4,Collinsia sparsiflora,,,,,,
4,Dichelostemma capitatum,1.0,0.2,0.1,,,
4,Elymus elymoides,,,,,,
4,Epilobium brachycarpum,,,,,,
4,Eremocarpus setigerus,,,,,,
4,Eriogonum vimineum,3.1,0.2,,,,
4,Euphorbia crenulata,0.2,,,0.1,,
4,Filago gallica,,0.3,,,,
4,Grindelia camporum,,3.0,,,,
4,Hemizonia congesta,0.2,,0.1,4.0,0.2,
4,Hesperolinon californicum,,,0.1,,,
4,Hypochaeris glabra,,,,,,
4,Lactuca serrida,0.2,0.1,,0.8,0.1,probably all L. saligna
4,Lasthenia californica,15.0,20.0,10.0,0.5,,
4,Lotus humistratus,,,,,,
4,Lotus micranthus,,,,,,
4,Lotus Purshianus,,,,,,
4,Lotus wrangelianus,0.8,0.1,,0.1,,
4,Melica californica,,,,,,
4,Micropus californicus,,,,,,
4,Microseris douglasii,,,,,,
4,Nassella pulchra,4.0,8.0,1.5,0.1,1.0,
4,Navarretia jepsonii,,,,,,
4,Phlox gracilis,,,,,,
4,Plantago erecta,2.5,5.0,8.0,,,
4,Poa secunda,,,,,,
4,Rigiopappus leptocladus,,,,,,
4,Sidalcea diploscypha,,,,0.1,,
4,Sonchus oleraceus,,,,,,
4,Stellaria nitens,,,,,,
4,Taeniatherum caput-medusae,0.6,,,0.1,0.6,
4,Trifolium albopurpureum,,,,,,
4,Trifolium bifidum,0.3,,,0.1,,
4,Trifolium gracilentum,,,,0.1,0.1,
4,Uropappus lindleyi,,,,,,
4,Vulpia microstachys,0.2,,,0.1,,
4,Vulpia myuros,,1.4,0.2,,,
4,Zigadenus fremontii,,,,,,
NOTES:,,,,,,,
5,Achyrachaena mollis,,0.1,,,,
5,Aegilops triuncialis,0.2,1.4,3.0,,,
5,Allium sp.,,,,,,
5,Anagallis arvensis,,,,,,
5,Avena barbata,,,,,,
5,Avena fatua,40.0,,20.0,27.0,5.0,
5,Brodiaea elegans,,,,,,
5,Bromus diandrus,,,,,,
5,Bromus hordeaceus,,,,0.6,,
5,Bromus madritensis,,,,,,
5,Calochortus luteus,,,,,,
5,Calochortus superbus,,,,,,
5,Castilleja rubicundula,,,,,,
5,Centaurea solstitialis,,,,40.0,10.0,
5,Cerastium glomeratum,,1.4,,,2.0,
5,Chlorogalum pomeridianum,,,0.1,,,
5,Clarkia gracilis,,,,,,
5,Collinsia sparsiflora,,,,,,
5,Delphinium variegatum,,,,,,
5,Dichelostemma capitatum,0.1,0.2,0.5,0.1,0.8,
5,Epilobium brachycarpum,,,0.1,0.1,,
5,Eremocarpus setigerus,,,,,,
5,Erodium cicutarium,,,,,,
5,Euphorbia crenulata,0.1,,,0.1,,
5,Grindelia camporum,,,,0.4,0.6,
5,Hemizonia congesta,0.1,3.0,0.3,0.2,,
5,Lactuca serriola,0.8,0.6,6.0,,0.4,*seems to be all L. saligna
5,Lasthenia californica,,,,,,
5,Lolium multiflorum,,,,,,
5,Lomantium marginatum?,,,,,,
5,Lomatium utriculatum,0.2,0.4,,,0.1,
5,Lotus micranthus,,0.1,0.3,,0.2,
5,Lotus Purshianus,,,,,,
5,Lotus wrangelianus,,,,,,
5,Melilotus indica,,,,,,
5,Micropus californicus,,,,,,
5,Microseris douglasii,,,,,,
5,Nassella pulchra,,2.0,,,,
5,Perideridia kelloggii,,,,,,
5,Phlox gracilis,,,,,,
5,Plantago erecta,,16.0,,,,
5,Ranunculus occidentalis,,1.2,,0.2,0.2,
5,Rigiopappus leptocladus,,,,,,
5,Sidalcea diploscypha,0.1,0.2,,,,
5,Sisyrinchium bellum,0.2,7.5,,,,
5,Sonchus oleraceus,,,,0.3,,
5,Stellaria nitens,,,,,,
5,Taeniatherum caput-medusae,13.0,0.2,8.0,0.3,0.1,
5,Torilis arvensis,,,,,,
5,Trifolium bifidum,,0.2,,,,
5,Trifolium fucatum,,,,,,
5,Trifolium gracilentum,0.2,0.1,0.1,,,
5,Triteleia laxa,,,,,,
5,Triteleia laxa,,,,,,
5,Vulpia microstachys,,,,,,
5,Vulpia myuros,0.1,,0.2,,,might be microstachys
5,Zigadenus fremontii,,,,,0.2,
5,Unknown grass,,3.0,,,,
NOTES:,,,,,,,
6,Agoseris heterophylla,,,,,,
6,Allium serra,,,,,,
6,Ancistrocarphus filagineus,0.4,,,,,
6,Astragalus gambelianus,,,,,,
6,Athysanus pusillus,,0.2,0.1,0.1,,
6,Avena barbata,,,,,,
6,Bromus hordeaceus,,,,,,
6,Calycadenia pauciflora,,,,,,
6,Camissonia graciliflora,,,,,,
6,Castilleja attenuata,,,,,,
6,Chlorogalum pomeridianum,,,,,1.3,
6,Collinsia sparsiflora,,,0.1,0.1,0.6,
6,Dichelostemma capitatum,1.6,1.0,0.6,1.5,,
6,Elymus elymoides,,,,,,
6,Epilobium brachycarpum,0.3,0.4,1.2,0.3,0.1,
6,Eremocarpus setigerus,,,,,,
6,Eriogonum vimineum,1.6,0.2,0.2,0.7,0.3,
6,Euphorbia crenulata,,1.0,,,,
6,Filago californica,,,,,,
6,Grindelia camporum,,,,0.4,,
6,Hemizonia congesta,0.3,0.5,0.5,1.0,2.6,
6,Hordeum brachyantherum,6.0,,,,,
6,Hordeum marinum,,,,,,
6,Lactuca serriola,3.5,1.8,0.2,0.1,1.5,all L. saligna
6,Lasthenia californica,1.2,,0.5,9.0,19.0,
6,Linanthus bicolor,,,,,,
6,Lolium multiflorum,,,,,,
6,Lotus humistratus,,,,,,
6,Lotus micranthus,,,,,,
6,Micropus californicus,0.1,0.1,0.1,,,
6,Microseris douglasii,0.3,0.2,,,0.3,
6,Minuartia californica,,,,,,
6,Nassella pulchra,8.5,26.0,14.0,26.0,9.0,
6,Navarretia jepsonii,,,,,,
6,Phlox gracilis,,0.8,,,,
6,Plantago erecta,,,,0.1,,
6,Poa secunda,,,,,,
6,Sidalcea diploscypha,,,,,1.2,
6,Sisyrinchium bellum,,,,,,
6,Sonchus oleraceus,,,,,,
6,Stellaria nitens,,0.1,,,0.2,
6,Trifolium albopurpureum,,,,,,
6,Trifolium bifidum,,,,,,
6,Trifolium gracilentum,,,,,,
6,Vulpia microstachys,0.1,,,0.1,0.4,
6,Vulpia myuros,,,,,,
6,unk gall plant,,,,,,
6,Zigadenus fremontii,0.4,,1.0,,1.5,
NOTES:,,,,,,,
7,Achyrachaena mollis,,,,,,
7,Aegilops triuncialis,,,,,,
7,Agoseris heterophylla,0.2,3.0,4.5,2.0,4.0,
7,Allium sp.,,,0.2,0.1,,
7,Anagallis arvensis,,,,,,
7,Ancistrocarphus filagineus,,0.3,,0.1,,
7,Astragalus breweri,,,,,,
7,Astragalus gambelianus,,,,,,
7,Athysanus pusillus,,,,,,
7,Avena barbata,,,,,,
7,Brodiaea elegans,1.0,,,,,
7,Bromus hordeaceus,,,,,,
7,Bromus madritensis,,,,,,
7,Calochortus luteus,,,,,,
7,Calycadenia pauciflora,,0.5,,,,
7,Camissonia graciliflora,,,,,,
7,Camissonia ovata,,,,,,
7,Castilleja attenuata,,,,,,
7,Castilleja rubicundula,,,,,,
7,Centaurium trichanthum,,,,,,
7,Clarkia purpurea,0.2,,0.3,0.2,,
7,Delphinium variegatum,0.2,0.1,,,,
7,Dichelostemma capitatum,4.0,1.0,0.1,,,
7,Epilobium brachycarpum,,0.8,0.4,0.4,0.5,
7,Eremocarpus setigerus,,0.1,,,,
7,Euphorbia crenulata,,0.1,0.1,,,
7,Filago gallica,,,,,,
7,Gilia tricolor,,,,,,
7,Hemizonia congesta,,13.0,8.0,13.0,2.2,
7,Holocarpha virgata,4.5,0.6,,,0.6,
7,Hordeum marinum,,,,,,
7,Hypochaeris glabra,,,,,,
7,Juncus sp.,,,,,0.1,
7,Lactuca serriola,,,5.5,0.4,0.2,
7,Lasthenia californica,0.2,0.2,,,,
7,Linanthus bicolor,0.2,0.2,,1.0,,
7,Lolium multiflorum,,,,,,
7,Lomatium dasycarpum,,,,,,
7,Lotus humistratus,,,,,,
7,Lotus wrangelianus,1.0,,,0.2,12.0,seems like humistrus
7,Lupinus bicolor,,,,,,
7,Medicago polymorpha,,,,,,
7,Micropus californicus,0.5,,,0.2,0.2,
7,Microseris douglasii,,,,,,
7,Mimulus douglasii,,,,,,
7,Mimulus guttatus,,,,,,
7,Minuartia douglasii,,,,,,
7,Nassella pulchra,,,,,,
7,Navarretia jepsonii,0.4,,,,,
7,Phlox gracilis,,,,,,
7,Plantago erecta,,0.1,,1.0,1.5,
7,Poa secunda,,,,1.0,,
7,Rigiopappus leptocladus,,,,,,
7,Sidalcea diploscypha,,,0.8,,,
7,Silene gallica,,,,,,
7,Stellaria nitens,,,,,,
7,Taeniatherum caput-medusae,,,,,,
7,Trifolium ciliolatum,,,,,,
7,Trifolium fucatum,,,,15.0,,
7,Trifolium gracilentum,,,,,,
7,Trifolium hirtum,,,,0.3,,
7,Trifolium microcephalum,,,,,,
7,Trifolium microdon,,,,,,
7,Trifolium willdenovii,,,,,,
7,Vulpia microstachys,0.1,0.1,,,0.2,
7,Zigadenus fremontii,,,,0.8,,
7,Calochortus superbus,,,0.1,,,
NOTES:,Plot 5: above stake 5c.  gully is below stake. Sampled appropriately - 2012.,,,,,,
8,Achyrachaena mollis,,,,,,
8,Aegilops triuncialis,,,,,,
8,Agoseris heterophylla,,,1.3,,2.5,
8,Allium serra,,,,,,
8,Anagallis arvensis,,,,,,
8,Athysanus pusillus,0.1,0.1,,,0.2,
8,Avena fatua,,,,,,
8,Brodiaea elegans,,,,,0.3,
8,Bromus hordeaceus,,,,,1.6,
8,Calochortus luteus,,,,,,
8,Calochortus superbus,,,,,,
8,Camissonia ovata,,,,,,
8,Cardamine oligosperma,,,,,0.6,
8,Castilleja attenuata,,,,,,
8,Castilleja rubicundula,,0.3,,,,
8,Cerastium glomeratum,,,,,0.1,
8,Clarkia purpurea,,,,0.1,,
8,Delphinium variegatum,,,,,,
8,Dichelostemma capitatum,0.1,0.3,,0.1,0.4,
8,Elymus elymoides,,,,,,
8,Elytrigia repens,,,,,,
8,Epilobium brachycarpum,0.3,0.2,,0.5,0.3,
8,Eremocarpus setigerus,,,0.1,,,
8,Erodium brachycarpum,,,0.2,,,
8,Erodium cicutarium,,,,,,
8,Euphorbia crenulata,0.2,,,,,
8,Filago gallica,,,4.0,,,
8,Gastridium ventricosum,,,,,,
8,Geranium dissectum,,,0.6,29.0,1.8,
8,Grindelia camporum,1.6,3.0,,,,
8,Hemizonia congesta,4.0,11.5,4.0,2.7,1.1,
8,Holocarpha virgata,,,7.0,,,
8,Hordeum marinum,,,,,,
8,Hypochaeris glabra,,,0.1,,,
8,Lactuca serriola,,,0.5,,9.0,
8,Lasthenia californica,0.8,,0.9,,,
8,Linanthus bicolor,0.2,0.8,,,,
8,Lolium multiflorum,1.0,0.4,,0.1,0.1,
8,Lotus wrangelianus,,,,,,
8,Lupinus bicolor,,,0.8,0.2,0.8,
8,Medicago polymorpha,,,,,,
8,Micropus californicus,,,,,,
8,Navarretia pubescens,,,,,,
8,Nemophila menziesii,,,,,,
8,Nemophila pedunculata,,,,,,
8,Perideridia kelloggii,0.7,1.5,,,,
8,Phlox gracilis,,,,,,
8,Plantago erecta,,,1.5,,,
8,Plectritis ciliosa,,0.3,0.3,,,
8,Poa secunda,2.5,,,,,
8,Ranunculus occidentalis,0.2,1.0,,,0.6,
8,Sidalcea diploscypha,0.1,,,,,
8,Stellaria nitens,,,,,,
8,Taeniatherum caput-medusae,4.0,,,0.1,1.3,
8,Trifolium bifidum,,0.9,,,,
8,Trifolium dubium,,,,,,
8,Trifolium fucatum,16.0,8.5,,7.0,1.0,
8,Trifolium gracilentum,,,0.1,,,
8,Trifolium hirtum,,,0.1,2.0,0.9,
8,Trifolium willdenovii,,,,,,
8,Triphysaria eriantha,,,,,,
8,Viola douglasii,0.1,,,,,
8,Vulpia bromoides?,,,,,,
8,Vulpia microstachys,,,,,,
8,Vulpia myuros,,,4.0,15.0,20.0,
8,Wyethia glabra,,4.5,,,,
8,Zigadenus fremontii,,,,,,
8,Apocynum cannabinum,,,0.4,,,
NOTES:,,,,,,,
9,Achyrachaena mollis,,,,,,
9,Aegilops triuncialis,,,,,0.3,
9,Agoseris heterophylla,0.2,15.0,1.5,0.2,,
9,Allium sp.,,,,,,
9,Anagallis arvensis,,,,,,
9,Ancistrocarphus filagineus,,,0.3,5.0,,
9,Astragalus gambelianus,,,,,,
9,Avena barbata,,,,,,
9,Avena fatua,,,,,,
9,Brodiaea elegans,,0.7,0.3,,,
9,Bromus diandrus,,,,,,
9,Bromus hordeaceus,,,,,,
9,Bromus madritensis,,,,,,
9,Castilleja rubicundula,0.1,,,,,
9,Cerastium glomeratum,,,,,,
9,Clarkia purpurea,,,,,0.6,
9,Dichelostemma capitatum,0.2,2.2,,1.0,0.6,
9,Epilobium brachycarpum,2.0,0.7,,0.5,3.5,
9,Eremocarpus setigerus,,,0.1,,,
9,Eriogonum nudum,,,9.0,0.1,6.0,
9,Euphorbia crenulata,,0.9,,,,
9,Galium murale,,,,,,
9,Gastridium ventricosum,,,,,,
9,Hemizonia congesta,26.0,12.0,3.0,4.5,7.0,
9,Hordeum marinum,,,,,,
9,Juncus sp.,5.0,,,,,
9,Lactuca serriola,,,0.6,0.2,0.7,
9,Lolium multiflorum,2.2,,,,,
9,Lomatium dasycarpum,,,,,,
9,Lotus humistratus,,,10.0,15.0,1.0,
9,Lotus micranthus,,,,,,
9,Lotus wrangelianus,,,,,0.4,
9,Lupinus bicolor,,,,,,
9,Mimulus guttatus,1.0,,,,,
9,Nassella pulchra,,,3.0,,0.3,
9,Navarretia jepsonii,,,7.0,6.0,,
9,Navarretia pubescens,,,,,,
9,Phlox gracilis,,,,,,
9,Poa secunda,,,,,,
9,Scutellaria siphoncampyloides,,,,,,
9,Sidalcea diploscypha,,3.0,,,,
9,Sonchus oleraceus,,,,,,
9,Streptanthus breweri,,,,,,
9,Taeniatherum caput-medusae,,,,,0.1,
9,Trifolium albopurpureum,,,,,,
9,Trifolium ciliolatum?,,,,,,
9,Trifolium fucatum,3.5,11.0,,,,
9,Trifolium microdon,,,,,,
9,Trifolium variegatum,,,,,,
9,Trifolium willdenovii,,,,,,
9,Uropappus lindleyi,,,,,,
9,Vulpia microstachys,,,,,,
9,Zigadenus fremontii,0.2,,,,,
9,Eriodictyon californicum,,,,,0.2,
9,Antirrhinum vexillo-calyculatum,,,,,0.1,
9,Helianthus exilis,,,,,0.2,
9,Lactuca saligna,0.2,,0.3,,,
9,Triteleia hyacinthina,0.1,,,,,
NOTES:,Plot 1 completely destroyed by vehicle before 2011 sampling,,,,,,
10,Achyrachaena mollis,,,,,,
10,Aegilops triuncialis,,,0.3,0.4,0.2,
10,Agoseris heterophylla,0.2,,2.0,,,
10,Astragalus gambelianus,0.2,,,,,
10,Athysanus pusillus,,,,,,
10,Avena barbata,,,,,0.1,
10,Bromus hordeaceus,0.2,,2.5,0.2,5.0,
10,Bromus madritensis,,,,,,
10,Calochortus luteus,,,,,,
10,Calycadenia pauciflora,,0.1,,,,
10,Castilleja attenuata,0.1,,,,,
10,Centaurium trichanthum,,,,,,
10,Clarkia purpurea,0.2,0.1,,0.1,0.1,
10,Delphinium variegatum,0.5,0.1,,,0.1,
10,Dichelostemma capitatum,,0.1,,0.1,,
10,Elymus elymoides,,6.0,,,,
10,Epilobium brachycarpum,,,,,,
10,Eremocarpus setigerus,0.1,,0.1,,0.9,
10,Euphorbia crenulata,,,,,,
10,Gastridium ventricosum,,,,,,
10,Gilia tricolor,0.1,,,0.6,,
10,Githopsis specularioides,,,,,,
10,Grindelia camporum,,,,,,
10,Holocarpha virgata,5.0,17.0,8.2,10.0,8.0,
10,Hordeum marinum,,,,,,
10,Hypochaeris glabra,,,,,,
10,Lactuca serriola,,,0.6,,0.2,
10,Lasthenia californica,3.0,3.0,0.1,3.0,0.2,
10,Lepidium nitidum,,,,,,
10,Linanthus bicolor,0.2,,,0.4,0.1,
10,Lolium multiflorum,,,,,,
10,Lotus wrangelianus,,0.2,,0.2,0.1,
10,Micropus californicus,,,,,,
10,Microseris douglasii,,,,,,
10,Navarretia pubescens,,,,0.1,,
10,Plantago erecta,0.5,0.1,0.1,12.0,0.4,
10,Plectritis ciliosa,30.0,6.0,,,,
10,Poa secunda,,,,,,
10,Ranunculus occidentalis,,,,,,
10,Rigiopappus leptocladus,,,,,,
10,Sidalcea diploscypha,,,,,,
10,Silene gallica,,,,,,
10,Taeniatherum caput-medusae,,,,,,
10,Trifolium albopurpureum,,,,,,
10,Trifolium willdenovii,,,,,0.1,
10,Trifolium variegatum,,,,,0.1,
10,Triphysaria eriantha,,,,,,
10,Viola douglasii,0.5,1.0,,,,
10,Vulpia microstachys,0.1,0.3,0.4,0.3,0.2,
10,Hesperolinon sp.,0.3,,0.2,,0.1,
10,Lactuca saligna,,,0.7,,0.9,
10,Adenostoma fasciculatum,,0.1,0.1,,,
NOTES:,,,,,,,
11,Achyrachaena mollis,,,,,,
11,Aegilops triuncialis,,,,,,
11,Agoseris heterophylla,0.1,0.1,0.4,2.0,0.1,
11,Ancistrocarphus filagineus,,,,1.5,,
11,Astragalus gambelianus,,,,,,
11,Athysanus pusillus,,,0.2,0.1,1.5,
11,Bromus hordeaceus,20.0,17.0,11.0,4.0,,
11,Calochortus luteus,0.1,,,0.1,0.1,
11,Camissonia graciliflora,,,,,,
11,Calycadenia pauciflora,,4.0,,,,
11,Castilleja attenuata,,,,,,
11,Centaurea solstitialis,,,,,,
11,Cerastium glomeratum,,,,,,
11,Chlorogalum pomeridianum,,,,2.5,,
11,Clarkia purpurea,0.2,0.1,0.3,0.1,,
11,Delphinium variegatum,0.2,0.2,0.2,,0.3,
11,Dichelostemma capitatum,0.1,0.1,0.2,0.4,,
11,Eremocarpus setigerus,0.1,,0.1,,,
11,Filago gallica,,,,,,
11,Gastridium ventricosum,,,,,,
11,Gilia tricolor,,,,,,
11,Githopsis specularioides,,,,,,
11,Grindelia camporum,5.0,1.2,,1.5,,
11,Hemizonia congesta,,,,,0.6,
11,Holocarpha virgata,0.2,0.4,6.2,5.5,,
11,Hypochaeris glabra,0.8,0.2,,,,
11,Lactuca serriola,0.2,,,0.5,16.0,
11,Lasthenia californica,1.9,8.0,1.3,,0.1,
11,Lepidium nitidum,,,,,0.2,
11,Linanthus bicolor,0.5,,0.1,,0.2,
11,Lolium multiflorum,,,,0.3,0.4,
11,Lomatium dasycarpum,,0.8,,,,
11,Lomatium macrocarpum,,,,,,
11,Lomatium marginatum,,,,,,
11,Lotus humistratus,,,,,,
11,Lotus wrangelianus,0.2,2.0,9.0,4.0,,
11,Lupinus bicolor,0.8,,,8.0,0.5,
11,Medicago polymorpha,,,,,,
11,Micropus californicus,2.0,0.3,6.0,,,
11,Microseris douglasii,,,0.1,0.2,,
11,Mimulus douglasii,,,,,,
11,Nassella pulchra,3.0,5.5,3.0,5.0,18.0,
11,Navarretia jepsonii,,,0.1,0.1,,
11,Navarretia pubescens,0.1,0.3,0.1,0.2,,
11,Pectocarya pusilla,,,,,,
11,Plantago erecta,,1.5,4.5,0.2,,
11,Plectritis ciliosa,,,,,,
